Constellation,Name,Bayer,Flamsteed,Variable Star,Henry Draper Number,Hipparcos Number,Right Ascension,Declination,Visual Magnitude,Absolute Magnitude,Distance,Spectral class,Notes
Canis Major,HD 45588,,,,45588,30711,06h 27m 11.48s,−25° 51′ 21.5′′,6.05,3.67,97,F8/G0V,
Canis Major,HD 47827,,,,47827,31859,06h 39m 36.22s,−23° 41′ 44.3′′,6.05,−0.32,614,A0V,
Canis Major,HD 50806,,,,50806,33094,06h 53m 33.76s,−28° 32′ 19.4′′,6.05,3.99,84,G3/G5V,
Canis Major,HD 57118,,,,57118,35442,07h 19m 01.92s,−19° 16′ 49.1′′,6.11,,,F2Ia,"suspected variable, *V* max = 6.08m, *V* min = 6.11m"
Canis Major,12 Canis Majoris,,12,HK,49333,32504,06h 47m 01.49s,−21° 00′ 55.5′′,6.07,−0.49,668,B7II/III,α 2CVn variable
Canis Major,HD 53629,,,,53629,34142,07h 04m 47.04s,−22° 01′ 53.8′′,6.09,1.07,330,K2IIICN...,
Canis Major,HD 54173,,,,54173,34318,07h 06m 52.48s,−24° 57′ 38.1′′,6.09,−1.28,970,K2III,"variable star, Δ*V* = 0.005m, *P* = 17.08526 d"
Canis Major,HD 55568,,,,55568,34782,07h 12m 04.12s,−30° 49′ 17.1′′,6.10,2.71,155,A8III/IV,
Canis Major,HD 47366,,,,47366,31674,06h 37m 40.79s,−12° 59′ 05.3′′,6.11,1.46,277,K1III:,has two planets (b & c )
Canis Major,HD 44996,,,,44996,30468,06h 24m 20.58s,−12° 57′ 43.0′′,6.12,−2.73,1918,B4V,suspected variable
Canis Major,GY CMa,,,GY,55857,34924,07h 13m 36.45s,−27° 21′ 22.9′′,6.12,−4.88,5175,B2II,"β Cep variable, Δ*V* = 0.04m, *P* = 0.112 d"
Canis Major,HD 50643,,,,50643,33079,06h 53m 21.85s,−18° 55′ 58.5′′,6.13,0.39,458,A3III,
Canis Major,HD 46064,,,,46064,31024,06h 30m 34.89s,−13° 08′ 53.4′′,6.16,−1.57,1148,B2III,suspected variable
Canis Major,HD 58346,,,,58346,35920,07h 24m 17.24s,−22° 54′ 46.0′′,6.20,−0.31,652,B8/B9V,
Canis Major,HD 51823,,,,51823,33492,06h 57m 42.64s,−27° 32′ 15.1′′,6.22,−1.25,1019,B2/B3V,suspected variable
Canis Major,HD 50853,,,,50853,33126,06h 53m 55.46s,−24° 32′ 19.5′′,6.23,0.43,472,A0V,
Canis Major,HD 54958,,,,54958,34617,07h 10m 09.36s,−18° 41′ 08.1′′,6.23,2.74,162,F3V,
Canis Major,HD 58439,,,,58439,35975,07h 24m 50.88s,−19° 00′ 44.2′′,6.24,−2.45,1781,A2Ib/II,suspected variable
Canis Major,HD 48501,,,V350,48501,32144,06h 42m 46.08s,−22° 26′ 55.8′′,6.26,2.81,159,F2V,"γ Dor variable , *V* max = 6.18m, *V* min = 6.27m, *P* = 0.91401 d"
Canis Major,HD 52273,,,,52273,33666,06h 59m 39.26s,−21° 36′ 10.4′′,6.26,−1.90,1399,B2III,
Canis Major,HD 44891,,,,44891,30420,06h 23m 46.14s,−15° 04′ 16.5′′,6.27,−2.15,1575,K2/K3III,
Canis Major,HD 52619,,,,52619,33760,07h 00m 42.53s,−28° 29′ 22.1′′,6.28,2.11,222,F3/F5V,
Canis Major,HD 44225,,,,44225,30062,06h 19m 38.19s,−22° 06′ 11.3′′,6.29,−0.61,784,K3III,suspected variable
Canis Major,HD 46407,,,HR,46407,31205,06h 32m 46.88s,−11° 09′ 59.0′′,6.30,0.88,395,K0III:...,"Algol variable, *V* max = 6.24m, *V* min = 6.32m"
Canis Major,HD 56731,,,,56731,35241,07h 16m 57.22s,−30° 53′ 49.0′′,6.30,0.46,481,A9II,
Canis Major,HD 44956,,,,44956,30376,06h 23m 14.50s,−31° 47′ 25.1′′,6.31,1.27,332,G8III,
Canis Major,KM CMa,,,KM,46347,31086,06h 31m 24.01s,−32° 52′ 06.8′′,6.31,−1.10,988,M4III,semiregular variable
Canis Major,HD 49891,,,,49891,32744,06h 49m 44.00s,−24° 04′ 33.7′′,6.31,0.04,584,A0/A1V,
Canis Major,HD 44394,,,,44394,30190,06h 21m 05.43s,−11° 49′ 02.4′′,6.32,−1.70,1309,K5,
Canis Major,HD 45420,,,,45420,30669,06h 26m 42.66s,−14° 36′ 12.2′′,6.32,0.14,560,K0/K1III,
Canis Major,HD 47012,,,,47012,31469,06h 35m 30.81s,−22° 06′ 32.4′′,6.32,0.33,513,K0III,
Canis Major,HD 50093,,,,50093,32827,06h 50m 36.96s,−25° 46′ 42.3′′,6.32,−1.52,1203,B2III/IV,
Canis Major,HD 52348,,,,52348,33703,07h 00m 08.29s,−20° 09′ 30.4′′,6.32,−1.50,1194,B3V,
Canis Major,HD 55985,,,,55985,34954,07h 13m 57.34s,−30° 20′ 23.3′′,6.32,−1.92,1449,B2III,suspected variable
Canis Major,HD 58766,,,,58766,36045,07h 25m 42.99s,−31° 44′ 19.4′′,6.32,−1.09,988,B2/B3III,suspected variable
Canis Major,KX CMa,,,KX,50648,33040,06h 53m 00.31s,−26° 57′ 26.9′′,6.33,−0.70,830,M6III,semiregular variable
Canis Major,HR 2680,,,IL,54031,34248,07h 06m 00.49s,−30° 39′ 20.6′′,6.34,−0.69,830,B3V,"Algol and 53 Per variable, *V* max = 6.32m, *V* min = 6.54m, *P* = 8.09858 d"
Canis Major,HD 55856,,,,55856,34940,07h 13m 48.39s,−22° 54′ 20.8′′,6.34,−2.08,1575,B2IV,suspected variable
Canis Major,HD 56341,,,,56341,35132,07h 15m 47.30s,−23° 44′ 25.1′′,6.34,−0.89,911,A0V,
Canis Major,V415 CMa,,,V415,47247,31593,06h 36m 41.07s,−22° 36′ 53.1′′,6.35,−0.46,751,B3V,"Algol variable, *V* max = 6.34m, *V* min = 6.48m, *P* = 1.98571 d"
Canis Major,HD 51411,,,,51411,33330,06h 55m 54.78s,−31° 47′ 24.7′′,6.36,−1.83,1417,B3V,"Be star, Δ*V* = 0.015m"
Canis Major,HD 51925,,,,51925,33532,06h 58m 07.56s,−27° 09′ 51.8′′,6.36,−1.89,1455,B2V,suspected variable
Canis Major,V352 CMa,,,V352,43162,29568,06h 13m 45.33s,−23° 51′ 43.9′′,6.37,5.26,54,G5V,"BY Dra variable , *V* max = 6.35m, *V* min = 6.40m, *P* = 7.2 d"
Canis Major,HD 45184,,,,45184,30503,06h 24m 43.99s,−28° 46′ 47.3′′,6.37,4.65,72,G2V,has a planet (b )
Canis Major,HD 46602,,,,46602,31266,06h 33m 26.68s,−20° 55′ 26.0′′,6.39,1.12,368,K0III+...,
Canis Major,HD 52140,,,,52140,33591,06h 58m 43.70s,−30° 59′ 53.0′′,6.41,−0.46,771,B3V,
Canis Major,HD 48938,,,,48938,32322,06h 44m 51.96s,−27° 20′ 32.6′′,6.43,4.31,87,F7V,
Canis Major,HD 46037,,,,46037,30988,06h 30m 11.81s,−19° 12′ 53.4′′,6.44,−1.49,1259,M0/M1III,suspected variable
Canis Major,HD 56876,,,,56876,35326,07h 17m 48.01s,−26° 47′ 51.2′′,6.45,−0.80,921,B5Vn,
Canis Major,HD 47579,,,,47579,31736,06h 38m 22.91s,−23° 34′ 49.1′′,6.48,−0.07,667,A2V,
Canis Major,HD 53975,,,,53975,34297,07h 06m 35.97s,−12° 23′ 38.2′′,6.48,−4.42,4939,B7Iab...,
Canis Major,HD 44379,,,,44379,30141,06h 20m 35.17s,−23° 38′ 16.1′′,6.49,0.03,639,K0III,
Canis Major,HD 42927,,,IP,42927,29488,06h 12m 46.33s,−17° 45′ 47.6′′,6.49,,908,B5II/III,"rotating ellipsoidal variable, *V* max = 6.50m, *V* min = 6.54m, *P* = 5.0946 d"
Canis Major,FU CMa,,,FU,52437,33721,07h 00m 19.36s,−22° 07′ 08.6′′,6.51,,2100,B3Vnn,"γ Cas variable, *V* max = 6.48m, *V* min = 6.6m"
Canis Major,W Canis Majoris,,,W,54361,34413,07h 08m 03.44s,−11° 55′ 23.8′′,6.56,,8400,C,"semiregular variable, *V* max = 6.27m, *V* min = 7.09m, *P* = 160 d"
Canis Major,GU CMa,,,GU,52721,33868,07h 01m 49.51s,−11° 18′ 03.3′′,6.59,,1450,B2Vne,"β Lyr variable, *V* max = 6.49m, *V* min = 6.72m, *P* = 1.610137 d"
Canis Major,HR 2724,,,HN,55595,34814,07h 12m 24.18s,−27° 28′ 29.1′′,6.61,,805,A5IV-V,"δ Sct variable, Δ*V* = 0.025m"
Canis Major,EZ Canis Majoris,,,EZ,50896,33165,06h 54m 13.04s,−23° 55′ 42.0′′,6.91,,4500,WN4-s,"Wolf–Rayet star , *V* max = 6.71m, *V* min = 6.95m, *P* = 3.763 d"
Canis Major,HD 47186,,,,47186,31540,06h 36m 08.79s,−27° 37′ 20.3′′,7.8,4.9,123,G6V,has two planets (b & c )
Canis Major,VY Canis Majoris,,,VY,58061,35793,07h 22m 58.29s,−25° 46′ 03.5′′,7.95,−9.4,3900,M2.5–M5e Ia,"One of the largest known stars ; semiregular variable or irregular variable, *V* max = 6.5m, *V* min = 9.6m"
Canis Major,GZ CMa,,,GZ,56429,35187,07h 16m 09.21s,−16° 43′ 00.1′′,7.97,,1290,A0III/IV,"Algol variable, *V* max = 7.97m, *V* min = 8.51m, *P* = 4.80085 d"
Canis Major,HD 45364,,,,45364,30579,06h 25m 38.48s,−31° 28′ 51.4′′,8.07,5.50,106,G8V,has two planets (b & c )
Canis Major,FZ CMa,,,FZ,52942,33953,07h 02m 42.61s,−11° 27′ 11.6′′,8.14,,1350,B2IVn,"Algol variable, *V* max = 8.05m, *V* min = 8.44m, *P* = 1.27306 d"
Canis Major,HD 45677,,,FS,45677,30800,06h 28m 17.42s,−13° 03′ 11.1′′,8.50,,908,Bpshe,"prototype FS CMa variable , *V* max = 7.35m, *V* min = 8.58m"
Canis Major,Z Canis Majoris,,,Z,53179,34042,07h 03m 43.16s,−11° 33′ 06.2′′,8.80,,2630,Bpe,"EXor and FU Ori variable , *V* max = 8.2m, *V* min = 10.6m"
Canis Major,HD 43197,,,,43197,29550,06h 13m 35.66s,−29° 53′ 50.2′′,8.95,5.25,179,G9IV-V,"Amadioha,6][7] has a planet ([b )"
Canis Major,SW CMa,,,SW,54520,34431,07h 08m 15.24s,−22° 26′ 25.3′′,9.16,,2230,A3IV,"Algol variable, *V* max = 9.15m, *V* min = 9.68m, *P* = 10.091988 d"
Canis Major,WASP-101,,,,,,06h 33m 24.0s,−23° 29′ 10′′,10.3,,,F6,has a transiting planet (b )
Canis Major,HD 56925,,,,56925,35378,07h 18m 29.13s,−13° 13′ 01.5′′,11.40,,3700,WN4-s,Wolf–Rayet star at center of NGC 2359
Canis Major,DZ CMa,,,DZ,,,07h 16m 59.33s,−15° 18′ 25.4′′,11.6,,,G0,"double-mode Cepheid variable , *V* max = 11.6m, *V* min = 12.4m, *P* = 2.311 d"
Canis Major,HATS-4,,,,,,06h 16m 27.0s,−21° 27′ 11′′,13.5,,1370,,has a planet (b )
Canis Major,EUVE J0720-317,,,IN,,,07h 20m 47.91s,−31° 47′ 02.7′′,14.64,,,DA.9,"re-radiating binary system, *V* max = 14.64m, *V* min = 14.89m, *P* = 1.262396 d"
Canis Major,RX J0720.4-3125,,,,,,07h 20m 24.96s,−31° 25′ 50.2′′,26.6,,1174,,one of the nearest neutron stars
Canis Major,PSR B0628-28,,,,,,06h 30m 49.48s,−28° 34′ 43.1′′,,,,,pulsar
Canis Major,CX CMa,,,,,,07h 22m 00.9896s,−25° 52′ 35.912′′,9.6,,6000-7000,B5V,"eclipsing binary, *V* max = 9.9m, *V* min = 10.6m, *P* = 0.954625 d"
Canis Major,NN CMa,,,NN,58011,35769,07h 22m 43.32s,−26° 00′ 40.9′′,7.19,-12.85,3397,B1/B2Ib/IIn,
Canis Minor,Procyon,α,10,,61421,37279,07h 39m 18.54s,+05° 13′ 39.0′′,0.34,2.65,11,F5IV-V,"Antecanis, Al Shira, Elgomaisa; 7th brightest star, 13th nearest star system; binary ; suspected variable , *V* max = 0.34m, *V* min = 0.41m"
Canis Minor,Beta Canis Minoris,β,3,,58715,36188,07h 27m 09.07s,+08° 17′ 21.9′′,2.89,−0.70,170,B8Vvar,"Gomeisa; γ Cas variable , *V* max = 2.84m, *V* min = 2.92m"
Canis Minor,Gamma Canis Minoris,γ,4,,58972,36284,07h 28m 09.83s,+08° 55′ 31.8′′,4.33,−1.10,318,K3III SB,"semiregular variable , *V* max = 4.30m, *V* min = 4.34m, *P* = 55 d"
Canis Minor,HD 66141,(λ)[1],(13)[2],,66141,39311,08h 02m 15.95s,+02° 20′ 03.5′′,4.39,−0.13,261,K2III,suspected variable; has a planet (b )
Canis Minor,6 Canis Minoris,,6,,59294,36425,07h 29m 47.78s,+12° 00′ 23.8′′,4.55,−1.63,560,K2III,"suspected variable, *V* max = 4.48m, *V* min = 4.55m"
Canis Minor,Epsilon Canis Minoris,ε,2,,58367,36041,07h 25m 38.90s,+09° 16′ 34.0′′,4.99,−2.42,988,G8III,
Canis Minor,Zeta Canis Minoris,ζ,13,,63975,38373,07h 51m 42.00s,+01° 46′ 00.8′′,5.12,−0.43,420,B8II,
Canis Minor,Eta Canis Minoris,η,5,,58923,36265,07h 28m 02.08s,+06° 56′ 31.5′′,5.22,0.06,351,F0III,
Canis Minor,Delta1 Canis Minoris,δ1,7,,59881,36641,07h 32m 05.95s,+01° 54′ 52.1′′,5.24,−1.67,787,F0III,
Canis Minor,11 Canis Minoris,,11,,62832,37921,07h 46m 16.22s,+10° 46′ 05.9′′,5.25,0.34,312,A1Vnn,
Canis Minor,14 Canis Minoris,,14,,65345,38962,07h 58m 20.75s,+02° 13′ 28.3′′,5.30,0.75,264,K0III,
Canis Minor,HD 55751,,,,55751,34987,07h 14m 20.07s,+03° 06′ 41.1′′,5.36,−1.45,749,K0III,
Canis Minor,1 Canis Minoris,,1,,58187,35987,07h 24m 58.19s,+11° 40′ 10.4′′,5.37,0.43,317,A5IV,
Canis Minor,Delta2 Canis Minoris,δ2,8,,60111,36723,07h 33m 11.68s,+03° 17′ 25.0′′,5.59,2.44,139,F2V,
Canis Minor,HD 65900,,,,65900,39213,08h 01m 13.91s,+04° 52′ 47.2′′,5.65,0.52,346,A1V,
Canis Minor,HD 55730,,,,55730,35005,07h 14m 32.65s,+12° 06′ 57.1′′,5.71,0.68,331,G6III,
Canis Minor,HD 54079,,,,54079,34387,07h 07m 49.48s,+07° 28′ 16.7′′,5.74,−0.47,568,K0III:,
Canis Minor,HD 56031,,,,56031,35120,07h 15m 39.42s,+07° 58′ 39.9′′,5.78,−0.56,604,M4III,"semiregular variable, Δ*V* = 0.08m"
Canis Minor,Delta3 Canis Minoris,δ3,9,,60357,36812,07h 34m 15.89s,+03° 22′ 18.3′′,5.83,−0.75,676,A0Vnn,
Canis Minor,HD 64685,,,,64685,38712,07h 55m 31.44s,+08° 51′ 47.0′′,5.86,2.95,124,F2IV,
Canis Minor,HD 60803,,,,60803,37031,07h 36m 34.77s,+05° 51′ 43.6′′,5.89,2.69,142,G0V,binary
Canis Minor,HD 56989,,,,56989,35476,07h 19m 22.37s,+02° 44′ 26.6′′,5.90,−0.11,520,G9III,
Canis Minor,HD 57006,,,,57006,35509,07h 19m 47.61s,+07° 08′ 35.1′′,5.91,2.04,193,F8IV,
Canis Minor,HD 61887,,,,61887,37478,07h 41m 35.16s,+03° 37′ 29.4′′,5.95,0.00,504,A0V,
Canis Minor,HD 57608,,,,57608,35712,07h 22m 03.48s,+00° 10′ 37.7′′,5.99,−5.08,5344,B8III,
Canis Minor,HD 61563,,,,61563,,07h 40m 06.99s,+05° 13′ 52.2′′,6.07,-0.26,670,A0IV+A0IV,binary
Canis Minor,HD 65066,,,,65066,38868,07h 57m 15.88s,+08° 38′ 28.6′′,6.03,1.25,294,K0III,
Canis Minor,HD 55111,,,,55111,34768,07h 11m 51.39s,+05° 39′ 17.0′′,6.07,−0.83,782,A1V,
Canis Minor,HD 55184,,,,55184,34789,07h 12m 07.50s,+05° 28′ 27.7′′,6.15,−0.67,753,K0III,
Canis Minor,HD 64938,,,,64938,38794,07h 56m 23.91s,+04° 29′ 08.1′′,6.16,−0.91,845,G8III,
Canis Minor,HD 62264,,,,62264,37614,07h 43m 05.42s,+00° 11′ 21.7′′,6.17,0.46,453,K0III,
Canis Minor,HD 63799,,,,63799,38300,07h 50m 47.36s,+03° 16′ 38.4′′,6.17,0.81,384,K1III,
Canis Minor,HD 66011,,,,66011,39271,08h 01m 50.73s,+08° 54′ 50.2′′,6.22,2.34,194,G0IV,
Canis Minor,HD 60275,,,,60275,36796,07h 34m 04.98s,+10° 34′ 05.2′′,6.28,0.73,420,A1V,
Canis Minor,BC Canis Minoris,,,BC,64052,38406,07h 52m 07.16s,+03° 16′ 39.1′′,6.30,0.75,420,M5,"semiregular variable, *V* max = 6.14m, *V* min = 6.42m, *P* = 35 d"
Canis Minor,HD 65123,,,,65123,38870,07h 57m 16.39s,+01° 07′ 37.3′′,6.35,2.51,191,F6V,
Canis Minor,HD 58552,,,,58552,36123,07h 26m 27.81s,+10° 36′ 29.0′′,6.38,1.45,316,A2IV,
Canis Minor,HD 59603,,,,59603,36553,07h 31m 08.79s,+11° 12′ 10.8′′,6.38,−0.32,712,K0,
Canis Minor,HD 63838,,,,63838,38306,07h 50m 53.42s,+00° 04′ 46.4′′,6.38,0.86,414,K2III,
Canis Minor,HD 58599,,,,58599,36141,07h 26m 41.22s,+11° 00′ 31.9′′,6.39,−1.55,1264,B7II-III,
Canis Minor,HD 62407,,,,62407,37723,07h 44m 14.07s,+12° 51′ 36.4′′,6.40,−0.75,876,K0,
Canis Minor,HD 63475,,,,63475,38196,07h 49m 32.32s,+12° 48′ 51.5′′,6.42,0.44,511,K0,
Canis Minor,BU Canis Minoris,,,BU,65241,38945,07h 58m 05.90s,+07° 12′ 48.8′′,6.42,−0.64,842,A0V,Algol variable
Canis Minor,HD 57707,,,,57707,35751,07h 22m 28.30s,+00° 42′ 03.4′′,6.43,2.24,225,G5,
Canis Minor,AZ Canis Minoris,,,AZ,62437,37705,07h 44m 07.64s,+02° 24′ 19.6′′,6.46,0.84,433,A5IV,"δ Sct variable , *V* max = 6.44m, *V* min = 6.51m, *P* = 0.09526 d"
Canis Minor,HD 63798,,,,63798,38303,07h 50m 51.11s,+04° 27′ 33.8′′,6.49,1.12,387,G5,
Canis Minor,HD 62286,,,,62286,37634,07h 43m 21.21s,+04° 56′ 44.9′′,6.50,0.03,643,K0,
Canis Minor,S Canis Minoris,,,S,59950,36675,07h 32m 43.07s,+08° 19′ 05.2′′,6.60,,2450,M7-8e,"Mira variable , *V* max = 6.6m, *V* min = 13.2m, *P* = 332.94 d"
Canis Minor,AI CMi,,,AI,,,07h 35m 41.15s,+00° 14′ 58.0′′,8.31,,,G5Iab,"slow irregular variable , *V* max = 7.77m, *V* min = 9.53m"
Canis Minor,HD 56126,,,CY,56126,,07h 16m 10.6s,+09° 59′ 48.0′′,8.32,,,F5Iab,"post-AGB star, Δ*V* = 0.18m, *P* = 39 d"
Canis Minor,YY Canis Minoris,,,YY,67110,,08h 06m 38.56s,+01° 55′ 46.5′′,8.70,,,F7V,"β Lyr variable , *V* max = 8.33m, *V* min = 9.13m, *P* = 1.0940197 d"
Canis Minor,AD CMi,,,AD,64191,38473,07h 52m 47.18s,+01° 35′ 50.5′′,9.38,,528,F2:III,"δ Sct variable, *V* max = 9.21m, *V* min = 9.51m, *P* = 0.12297443 d"
Canis Minor,Luyten's star,,,,,36208,07h 27m 24.91s,+05° 13′ 32.8′′,9.87,11.94,12.37,M3.5V,
Canis Minor,XZ CMi,,,XZ,,,07h 54m 07.06s,+03° 39′ 20.4′′,10.25,,,F0,"Algol variable, *V* max = 9.7m, *V* min = 10.42m, *P* = 0.5780095 d"
Canis Minor,AK CMi,,,AK,,,07h 40m 15.60s,+03° 57′ 09.5′′,10.73,,,A-F,Algol variable
Canis Minor,YZ Canis Minoris,,,YZ,,,07h 44m 40.17s,+03° 33′ 08.8′′,11.23,,19.419,M4.5V,BY Dra and UV Cet variable
Canis Minor,HAT-P-50,,,,,,07h 52m 15.0s,+12° 08′ 22′′,11.76,,1947,,has a transiting planet (b )
Canis Minor,BG Canis Minoris,,,BG,,,07h 31m 29.01s,+09° 56′ 23.1′′,14.5,,,,"DQ Her variable , *V* max = 13.9m, *V* min = 15.6m, *P* = 0.13475 d"
Capricornus,Delta Capricorni,δ,49,,207098,107556,21h 47m 02.29s,−16° 07′ 35.6′′,2.85,2.49,39,A5mF2 (IV),"Deneb Algedi, Scheddi; Algol variable , *V* max = 2.81m, *V* min = 3.05m, *P* = 1.0227688 d"
Capricornus,Beta Capricorni,β1,9,,193495,100345,20h 21m 00.65s,−14° 46′ 53.0′′,3.05,−2.07,328,A5:n,"Dabih; multiple star system ; variable star , Δ*V* = 0.003m, *P* = 1.40657 d"
Capricornus,Alpha2 Capricorni,α2,6,,192947,100064,20h 18m 03.22s,−12° 32′ 41.5′′,3.58,0.97,109,G6/G8III,"Algedi Secunda, Secunda Giedi; suspected variable"
Capricornus,Gamma Capricorni,γ,40,,206088,106985,21h 40m 05.34s,−16° 39′ 44.1′′,3.69,0.54,139,A7III:mp...,Nashira; α 2 CVn variable
Capricornus,Zeta Capricorni,ζ,34,,204075,105881,21h 26m 40.03s,−22° 24′ 41.0′′,3.77,−1.66,398,G4Ibp...,"Marakk, Yan (燕), Yen;1] suspected [eclipsing binary"
Capricornus,Theta Capricorni,θ,23,,200761,104139,21h 05m 56.78s,−17° 13′ 57.8′′,4.08,0.65,158,A1V,"Dorsum, Qin (秦), Tsin,[1]"
Capricornus,Omega Capricorni,ω,18,,198542,102978,20h 51m 49.30s,−26° 55′ 08.9′′,4.12,−2.30,628,K4III,Baten Algiedi; suspected variable
Capricornus,Psi Capricorni,ψ,16,,197692,102485,20h 46m 05.77s,−25° 16′ 13.9′′,4.13,3.30,48,F5V,"Pazhan, Yue;1][rotating variable , *V* max = 4.13m, *V* min = 4.14m, *P* = 4.932 d"
Capricornus,Iota Capricorni,ι,32,,203387,105515,21h 22m 14.78s,−16° 50′ 04.4′′,4.27,0.18,215,G8III,"Dai (代), Tae;1][BY Dra variable , Δ*V* = 0.06m"
Capricornus,Alpha1 Capricorni,α1,5,,192876,100027,20h 17m 38.86s,−12° 30′ 29.6′′,4.30,−2.32,686,G3Ib,"Algedi Prima, Prima Giedi; suspected variable"
Capricornus,24 Capricorni,A,24,,200914,104234,21h 07m 07.69s,−25° 00′ 20.7′′,4.49,−1.53,522,K5/M0III,
Capricornus,36 Capricorni,b,36,,204381,106039,21h 28m 43.32s,−21° 48′ 25.8′′,4.50,0.80,179,K0III,"Jin (晉),[2] Tsin[1]"
Capricornus,Epsilon Capricorni,ε,39,,205637,106723,21h 37m 04.82s,−19° 27′ 57.6′′,4.51,−2.03,"1,060",B2.5Vpe,"Castra, Kastra; binary star system; γ Cas variable , *V* max = 4.48m, *V* min = 4.72m"
Capricornus,Kappa Capricorni,κ,43,,206453,107188,21h 42m 39.42s,−18° 51′ 58.7′′,4.72,−0.03,291,G8III,
Capricornus,Nu Capricorni,ν,8,,193432,100310,20h 20m 39.81s,−12° 45′ 32.6′′,4.77,0.16,272,B9IV,Alshat
Capricornus,Rho Capricorni,ρ,11,,194943,101027,20h 28m 51.62s,−17° 48′ 49.2′′,4.77,2.37,99,F3V,Bos
Capricornus,Eta Capricorni,η,22,,200499,104019,21h 04m 24.32s,−19° 51′ 17.8′′,4.82,1.39,158,A5V,"Armus, Zhou (周), Chow[1]"
Capricornus,Mu Capricorni,μ,51,,207958,108036,21h 53m 17.58s,−13° 33′ 06.5′′,5.07,2.87,90,F3IV,"Kuh;[1] suspected variable, Δ*V* = 0.03m"
Capricornus,Pi Capricorni,π,10,,194636,100881,20h 27m 19.20s,−18° 12′ 42.1′′,5.08,−1.47,665,B4V,Okul
Capricornus,46 Capricorni,c,46,,206834,107382,21h 45m 00.25s,−09° 04′ 56.7′′,5.10,−1.85,799,G8II-III,part of Saʽd al Suʽud[3][4]
Capricornus,Upsilon Capricorni,υ,15,,196777,101984,20h 40m 02.96s,−18° 08′ 19.0′′,5.15,−1.67,755,M1III,suspected variable
Capricornus,42 Capricorni,,42,BY,206301,107095,21h 41m 32.93s,−14° 02′ 48.7′′,5.16,2.60,106,G2V,"RS CVn variable , *V* max = 5.13m, *V* min = 5.18m"
Capricornus,Phi Capricorni,φ,28,,202320,104963,21h 15m 37.89s,−20° 39′ 06.1′′,5.17,−1.46,691,K0II/III,
Capricornus,Tau2 Capricorni,τ2,14,,196662,101923,20h 39m 16.32s,−14° 57′ 17.0′′,5.24,−3.41,1753,B7III,
Capricornus,41 Capricorni,,41,,206356,107128,21h 42m 00.64s,−23° 15′ 45.5′′,5.24,0.84,247,K0III,
Capricornus,Sigma Capricorni,σ,7,,193150,100195,20h 19m 23.60s,−19° 07′ 06.6′′,5.28,−1.37,697,K2III,
Capricornus,Chi Capricorni,χ,25,,201184,104365,21h 08m 33.61s,−21° 11′ 36.7′′,5.30,1.46,191,A0V,
Capricornus,29 Capricorni,,29,,202369,104974,21h 15m 44.83s,−15° 10′ 17.4′′,5.31,−1.11,628,M2III,semiregular variable
Capricornus,33 Capricorni,,33,,203638,105665,21h 24m 09.60s,−20° 51′ 05.6′′,5.38,1.16,228,K0III,"suspected variable, *V* max = 5.35m, *V* min = 5.77m"
Capricornus,30 Capricorni,,30,,202671,105143,21h 17m 57.28s,−17° 59′ 06.5′′,5.40,−0.85,579,B5II/III,α2 CVn variable
Capricornus,Lambda Capricorni,λ,48,,207052,107517,21h 46m 32.08s,−11° 21′ 57.4′′,5.57,0.80,294,A1V,
Capricornus,HD 203475,,,,203475,105576,21h 23m 00.47s,−22° 40′ 08.6′′,5.63,−0.92,667,M0III,"variable star, Δ*V* = 0.018m, *P* = 4.95221 d"
Capricornus,HD 195564,,,,195564,101345,20h 32m 23.51s,−09° 51′ 13.1′′,5.66,3.74,79,G3V,
Capricornus,HD 199260,,,,199260,103389,20h 56m 47.27s,−26° 17′ 46.4′′,5.70,4.09,68,F7V,"suspected variable, *V* max = 5.68m, *V* min = 5.74m"
Capricornus,37 Capricorni,,37,,205289,106559,21h 34m 51.07s,−20° 05′ 03.8′′,5.70,3.53,88,F5V,
Capricornus,HD 192310,,,,192310,99825,20h 15m 16.58s,−27° 01′ 57.1′′,5.73,6.00,29,K3V,"suspected variable, *V* max = 5.72m, *V* min = 5.76m; has two planets (b ) and (c )"
Capricornus,19 Capricorni,,19,,199012,103226,20h 54m 47.85s,−17° 55′ 22.3′′,5.78,0.36,395,K0III,
Capricornus,35 Capricorni,,35,,204139,105928,21h 27m 14.83s,−21° 11′ 46.1′′,5.78,0.02,462,K3III,
Capricornus,HD 196857,,,,196857,102026,20h 40m 32.56s,−16° 07′ 27.7′′,5.79,0.77,329,K0III,
Capricornus,Xi2 Capricorni,ξ2,2,,191862,99572,20h 12m 25.76s,−12° 37′ 01.3′′,5.84,3.60,91,F5V,
Capricornus,4 Capricorni,,4,,192879,100062,20h 18m 01.38s,−21° 48′ 35.6′′,5.86,0.76,341,G8III,
Capricornus,HD 198174,,,,198174,102772,20h 49m 17.61s,−25° 46′ 52.3′′,5.86,−1.37,911,B8II,α2 CVn variable
Capricornus,44 Capricorni,,44,,206561,107232,21h 43m 04.40s,−14° 23′ 59.1′′,5.88,0.39,409,A9/F0V,
Capricornus,HD 199443,,,,199443,103460,20h 57m 40.61s,−16° 01′ 53.6′′,5.89,2.12,185,A2/A3III,α2 CVn variable
Capricornus,17 Capricorni,,17,,197725,102487,20h 46m 09.97s,−21° 30′ 50.4′′,5.91,1.32,270,A1V,
