,episode no.,speaker,dialouge
974,4,Rick:," Uh, yeah, until I get home before you and change
the combination, you bunch of idiots!
"
975,4,Prince Nebulon:," That is why you're never getting home.
Get them!
"
976,4,Rick:," RUN MORTY!
"
977,4,Morty:," Oh my god!
"
978,4,Jerry:," I got to tell you, this morning, I didn't even
know this award existed. Now I'm holding one. And, um… Look, I want to say that today was the best day of my life But the truth is, it's, it's more meaningful than that.
"
979,4,Mailman:," My man!
"
980,4,Jerry:," Yes. Thank you, sir. I am finally complete!
"
981,4,Mailmen:," My my my my man!
"
982,4,Jerry:," Aah! What the hell?! (Appley award glitches out of existence.) No.
"
983,4,Rick:," Jerry?!
"
984,4,Morty:," Dad!
"
985,4,Rick:," What are you doing here? W-why are you dressed like a waiter? Screw it. We don't have time. Come on. *starts dragging Jerry with them*
"
986,4,Jerry:," *sobbing* No!
"
987,4,Rick:," Man up, Jerry! I may need you to work the lasers.
"
988,4,Morty:," Oh, man! They're hot on our tail, Rick!
"
989,4,Rick:," I guess they really do have concentrated dark matter.
"
990,4,Morty:," Well, you know how to make it, too, right, Rick?
"
991,4,Rick:," Yeah. Yeah, yeah, yeah. Uh, check the engine room. We just need cesium, Plutonic quarks, and bottled water.
"
992,4,Morty:," Whoa! It's all here, Rick!
"
993,4,Rick:," Wow, Morty. Lucky break. Grab that bucket. Okay, two parts Plutonic quarks, one part cesium.
"
994,4,Morty:," Okay. Uh-huh. Alright.
"
995,4,Rick:," Now empty the water bottle into the bucket and pour it all into the fuel tank so we can get the hell out of here! What are you doing, Morty?! There's no time!
"
996,4,Morty:," *freezes up*
"
997,4,Rick:," Oh, no.
"
998,4,Jerry:," What the…?
"
999,4,Rick:," No!
"
1000,4,Prince Nebulon:," *laughing* Oh my god, Rick. How dumb are you? You're inside a simulation of a simulation…inside another giant simulation! *laughs harder* W-we never had the recipe for concentrated dark matter. But we do now! We do now, sucka!
"
1001,4,Rick:," You simulated my grandson's genitalia?! Y-y-you bunch of diabolical sons of bitches!
"
1002,4,Zigerion 1:," Kevin fought real hard to supervise that project.
"
1003,4,Kevin:," You said you weren't gonna tell anyone! I'm never gonna live this down, am I?
"
1004,4,Rick:," All right. Okay. All right, great. Wonderful. You win. Can we go home now?
"
1005,4,Zigerion 1:," I don't know. Can you?
"
1006,4,Prince Nebulon:," Ha! *fist bumps* Nice. Okay, okay. Show this gullible turd to his shuttle. I'm done with him. Oh, wait. Let me get a picture. *snaps a selfie of himself with Rick* Aww. Look at his face. He's trying to figure out if He's in a simulation still. Are you, Rick? Are you? *laughs, walks away* You're not. *walks back* Or are you? (Rick and Jerry leave.) *shouts after them* Oh, a-and, by the way, I don't have discolored butthole flaps. That was part of the simulation.
"
1007,4,Cynthia:," Oh. Uh, sir, should I cancel that appointment, then?
"
1008,4,Prince Nebulon:," *loudly* Yeah! Of course you should! *to Cynthia* No, keep it. Move it up, actually, if you can.
"
1009,4,Rick:," Hey, Jerry, don't worry about it. So what if the most meaningful day of your
life was a simulation operating at minimum capacity?
"
1010,4,Jerry:," You know what, Rick? Those guys took you for a ride, too. You should try having a little respect for the dummies of the universe, now that you're one of us.
"
1011,4,Rick:," Maybe you're right, Jerry. Maybe you're right.
"
1012,4,Prince Nebulon:," All right, everybody. Two parts Plutonic quarks… One part cesium…. A-and listen, I’m sorry for shouting earlier. I-I couldn't ask for a better staff. I love you guys, and I love all your families. *readies water bottle* And the final ingredient…
"
1013,4,Jerry:," Whoa! What the hell?! W-what happened back there?
"
1014,4,Rick:," Why don't you ask the smartest people in the
universe, Jerry? Oh, yeah. You can't. They blew up.
"
1015,4,Jerry:," So… What do you think?
"
1016,4,Mr. Marklevitz:," You're fired.
"
1017,4,Jerry:," Wha--? But t-this idea was tested in a state-of-the-art simulation.
"
1018,4,Mr. Marklevitz:," Well, then, it was a terrible simulation. Get out.
"
1019,4,Mr. Marklevitz:," Man, how does a guy like that go home and have sex with his wife?
"
1020,4,Rick:," Hey, Morty.
"
1021,4,Morty:," What?
"
1022,4,Rick:," Hey, little buddy. H-h-how you doing in here right now?
"
1023,4,Morty:," Aw, geez, Rick. What are you doing, man?
"
1024,4,Rick:," Y-y-you're a good kid, Morty. Y-you're a real l-little c-character, Morty.
"
1025,4,Morty:," Oh, boy.
"
1026,4,Rick:," You know, I had a really rocky road today, M-Morty. You're my little friend, aren't you? We had some good times together, huh, M-Morty? We You're a real true hero out in the field. You're a... You're a real trouper, huh, M-M-Morty?
"
1027,4,Morty:," Have you been drinking, Rick?
"
1028,4,Rick:," I really appreciate you, Morty.
"
1029,4,Morty:," O-okay, cool. A-alright, Rick
"
1030,4,Rick:," *suddenly aggressive, holds a knife to Morty’s throat* You little son of a bitch! Y-y- are you a simulation?! Huh?! Are you a simulation?!
"
1031,4,Morty:," No! No! No!
"
1032,4,Rick:," You little son of a bitch!
"
1033,4,Morty:," *terrified, gasps*
"
1034,4,Rick:," I-I-I’m sorry, Morty. Y-you're a good… You're a good kid, Morty.
"
1035,4,Morty:," Geez!
"
1036,4,Rick:," Y-you're a good… You're a good kid. *passes out*
"
1037,4,Morty:," Oh my god!
"
1038,4,Rick:," *snores*
"
1039,4,Morty:," W-w-what the hell? What a life.
"
1040,5,Rick:," Run!
"
1041,5,"Jerry, Beth, and","
Summer:"
1042,5,Rick:," Morty,
do it! Hit the button now!
"
1043,5,Morty:," I can’t
do it, Rick! They’re my parents and sister!
"
1044,5,Rick:," *holding
off the clones* Morty, I already told you, it’s not your family! They’re clones
from an alternate reality possessed by demonic alien spirits from another
dimension’s future! Do you need a mnemonic device or something? Just hit the
button already!
"
1045,5,Beth:," Morty,
please. I love you, sweetheart.
"
1046,5,Morty:," Ohhhh…
"
1047,5,Rick:," Good
work, Morty.
"
1048,5,Rick:," *holding
up the device and smiling* Y-You know, these demonic alien spirits are really
valuable!
"
1049,5,Rick:," You
okay, Morty? Told you not to trust that tuna.
"
1050,5,Morty:," I just
killed my family! I don’t care what they were!
"
1051,5,Rick:," I dunno,
Morty. Some people would pay top dollar for that kinda breakthrough.
"
1052,5,Morty:," Y-You
know what, Rick? That’s it! I-I’m done with these…insane adventures! That was
really traumatizing! I quit! I’m out!
"
1053,5,Rick:," Whoa
whoa whoa, *grabs Morty’s shoulder, stopping him* come on, Morty! D-D-Don’t be
like that! The universe is a crazy and chaotic place!
"
1054,5,Morty:," *pushes
Rick’s hands away* You’re the one that’s crazy and chaotic! Adventures are
supposed to be simple! And fun!
"
1055,5,Rick:," Oh yeah,
Morty. Yeah, t-t-that- that’s real easy to say from the sidekick position.
But—But, uh, h-how about next time you be in charge, then we’ll talk about how
simple and fun it is.
"
1056,5,Morty:,"
*suddenly excited* Seriously Rick?! Y-You’ll let me call the shots?
"
1057,5,Rick:," Okay,
fine. But let’s make it interesting, Morty. I-I-If your adventure sucks, and we
bail halfway through it, you lose the right to bitch about all future
adventures. Plus, you have to do my laundry for a month.
"
1058,5,Morty,": Okay, all right, tough guy! But if my adventure's good... I get to be in charge of every third adventure!
"
1059,5,Rick,": Every 10th.
"
1060,5,Morty,": Deal. All right. Well, come on, let's get going.
"
1061,5,Beth,": Dad, the dishwasher's doing that thing again.
"
1062,5,Rick,": Washing dishes?
"
1063,5,Beth,": No. The opposite. Can you fix it?
"
1064,5,Summer,": Grandpa Rick, can you help me with my science homework?
"
1065,5,Rick,": Yeah just don't do it.
"
1066,5,Summer,": Grandpa!
"
1067,5,Jerry: ,"Hey, Rick, you got some kind of hand-shaped device that can open this mayonnaise jar?
"
1068,5,Rick: ,"Wow. Hat trick. All right, Morty, let's put a pin in this. I got to help your pathetic family.
"
1069,5,Morty: ,"Oh, that sounds like something a chicken would say. Bawk, bawk, bawk, bawk, bawk, bawk.
"
1070,5,Rick: ,"Oh, Morty, you done did it this time. It's on. I can't wait to watch your adventure lay a huge fart. As for you dingdongs... This is a Meeseeks box. Let me show you how it works. You press this.
"
1071,5,Meeseeks: ,"I'm Mr. Meeseeks! Look at me!
"
1072,5,Rick: ,"You make a request. Mr. Meeseeks, open Jerry's stupid mayonnaise jar.
"
1073,5,Meeseeks: ,"Yes, siree!
"
1074,5,Rick: ,"The Meeseeks fulfills the request.
"
1075,5,Meeseeks: ,"All done!
"
1076,5,Jerry:," [amazed] Wow!
"
1077,5,Rick: ,"And then it stops existing.
"
1078,5,Summer: ,"Oh, my God, he exploded!
"
1079,5,Rick: ,"Trust me, they're fine with it. Knock yourselves out just keep your requests simple. They're not gods.
"
1080,5,Morty: ,"All right! Get out of here now! Everybody out of here! I got a bet to win!
"
1081,5,Beth: ,"So many possibilities.
"
1082,5,Summer,": My mind is racing.
"
1083,5,Jerry,": If we're gonna use this thing, which I'm not even sure we should, we need to keep it simple.
"
1084,5,Meeseeks,": I'm Mr. Meeseeks!
"
1085,5,Summer,": I want to be popular at school!
"
1086,5,Meeseeks,": Ooh, okay!
"
1087,5,Jerry,": Summer, what did I just-
"
1088,5,Meeseeks 2,": Ooh, I'm Mr. Meeseeks! Look at me!
"
1089,5,Beth,": I want I want to be a more complete woman!
"
1090,5,Jerry,": Beth!
"
1091,5,Meeseeks 2,": Oh, yeah! Yes, ma'am!
"
1092,5,Jerry,": You guys are doing it wrong. He said ""simple.""
"
1093,5,Meeseeks 3,": Hey, there. I'm Mr. Meeseeks!
"
1094,5,Jerry,": Mr. Meeseeks, I would like to take two strokes off my golf game.
"
1095,5,Meeseeks 3,": Ooh, yeah! Can do!
"
1096,5,Jerry,": Nailed it.
"
1097,5,Rick,": God, Morty, what a boring start to an adventure. Why didn't we just go to Kentucky?
"
1098,5,Morty,": Rick, this is a fantasy-type world with creatures and all sorts of fantasy things. We're going on a quest, okay?
"
1099,5,Rick,": Can't wait.
"
1100,5,Morty,": Ahem. Excuse me! We are two humble heroes in search of adventure!
"
1101,5,Rick,": Oh, my God, so embarrassing.
"
1102,5,Villager (man),": At last! Two heroes! You must help us! This village is terribly poor, yet the giant that lives in the clouds above has untold treasures!
"
1103,5,Morty,": You know what? I accept your call to adventure, good sir, kind sir. Come on, Rick. There's a giant in the clouds!
"
1104,5,Rick,": Yeah. Beginner's luck.
"
1105,5,Meeseeks 1,": In conclusion, a friendship with Summer Smith is the most valuable and enriching experience of your young lives. I'm Mr. Meeseeks! Look at me! Thank you!
"
1106,5,Principal Gene V.,": Uh, Mr. Meeseeks, was it? Yeah. Gene Vagina. Listen, I'm in a bit of custody thing with my ex and was wondering- (Meeseeks 1 stops existing)- No, I'll get your info from Summer.
"
1107,5,Beth,": I got pregnant at 17. I mean, I still put myself through veterinary school. Yes, I'm successful, but what if I hadn't...-(Meeseeks 2 stares attentively)- I'm just saying, somewhere along the way, I lost that wide-eyed girl from muskegon.
"
1108,5,Meeseeks 2,": She's still there, Beth.
"
1109,5,Beth,": Well, her waistline isn't.
"
1110,5,Meeseeks 2,": Beth, having a family doesn't mean that you stop being an individual. You know the best thing you can do for people that depend on you? Be honest with them, even if it means setting them free.
"
1111,5,Beth,": You're saying I should leave Jerry. (Beth starts to cry) I can't believe I'm finally having this conversation.
"
1112,5,Waiter (man),": More wine?
"
1113,5,Beth,": I think I've had enough.
"
1114,5,Meeseeks 3,": Remember to square your shoulders, Jerry.
"
1115,5,Jerry,": Yeah, yeah. I got it.
"
1116,5,Meeseeks 3,": That's okay. I'm Mr. Meeseeks! Look at me! Try again and keep your head down.
"
1117,5,Jerry,": Okay, well, which is it? Square my shoulders or keep my head down?
"
1118,5,Meeseeks 3,": Well, it's both. But most importantly, you got to relax.
"
1119,5,Jerry,": You know what, Mr. Meeseeks? I don't think this is working. I give up.
"
1120,5,Meeseeks 3 (nervous),": I'm sorry, Jerry, but it doesn't work like that. I'm Mr. Meeseeks. I have to fulfill my purpose so I can go away. Look at me.
"
1121,5,Jerry,": Well, make yourself comfortable, because I suck.
"
1122,5,Meeseeks 3,": No, Jerry, I'm the one who SUCKS! Let me try something.
"
1123,5,Meeseeks 4,": I'm Mr. Meeseeks! Look at me!
"
1124,5,Meeseeks 3,": Hi, Mr. Meeseeks! I'm Mr. Meeseeks! Look at me.
"
1125,5,Meeseeks 4,": Hi!
"
1126,5,Meeseeks 3,": Can you help me get two strokes off of Jerry's golf swing?
"
1127,5,Meeseeks 4,": Can do! I'm Mr. Meeseeks! Is he keeping his shoulders squared?
"
1128,5,Meeseeks 3,": Ooh, he's trying!
"
1129,5,Rick,": All right, Morty. We're in your stupid giant's castle. What do we do next?
"
1130,5,Morty,": Would you just relax, Rick? All we got to do is find the treasure room, okay? It's nice and simple. You know, I'm sorry everything's going so smoothly and adventurously.
"
1131,5,Rick (sarcastic),": Uh-oh, Morty. Startin' to get a little hairy. What do you want to do, boss?
"
1132,5,Morty,": Come on, hurry. Behind this cookie jar.
"
1133,5,Giant,": Fee! Fi! Fo! Fum!
"
1134,5,Rick,": Just give up, Morty. This is game over. I'll take us home right now. You just say the word.
"
1135,5,Morty,": No way, Rick. This is all part of it. Adventures have conflict. Deal with it.
"
1136,5,Giant,": I smell the blood of- whoop!(the giant falls and cracks his head open on the table corner before hitting the ground)
"
1137,5,Morty,": Holy crap.
"
1138,5,Rick,": Oh, boy. He looks pretty bad down there, Morty. Looks like he's bleeding out.
"
