Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,42,Yes,6,8,21.0
7,62,No,4,2,50.0
5,59,Yes,9,6,49.0
4,84,Yes,4,5,71.0
5,79,Yes,9,1,64.0
8,96,Yes,6,4,90.0
3,78,No,4,2,57.0
7,95,Yes,8,4,84.0
6,47,No,9,8,36.0
1,57,No,4,7,34.0
7,80,No,4,8,70.0
7,45,Yes,5,8,39.0
1,66,Yes,8,7,42.0
9,75,No,8,7,69.0
6,54,Yes,5,5,44.0
2,76,No,9,5,54.0
5,97,Yes,7,5,87.0
4,44,Yes,6,9,28.0
7,78,No,8,5,70.0
8,48,Yes,7,8,44.0
1,46,No,9,9,23.0
5,80,No,6,0,61.0
3,59,Yes,8,9,43.0
1,49,Yes,4,5,22.0
3,65,Yes,8,7,47.0
6,43,No,6,0,31.0
7,77,Yes,7,5,71.0
8,63,Yes,4,8,59.0
4,53,Yes,6,5,37.0
3,80,Yes,9,1,58.0
5,40,No,6,0,24.0
9,56,Yes,8,3,52.0
6,84,No,9,5,74.0
9,63,Yes,5,9,60.0
6,66,Yes,5,9,59.0
2,46,Yes,4,8,20.0
5,48,No,6,4,33.0
9,82,No,7,6,80.0
8,74,Yes,4,5,67.0
7,97,No,9,5,90.0
1,51,No,4,8,29.0
4,60,Yes,8,4,44.0
7,42,Yes,9,1,37.0
7,54,Yes,7,7,45.0
6,60,Yes,6,2,50.0
8,49,Yes,9,8,44.0
6,72,Yes,6,4,59.0
3,85,No,6,0,60.0
4,98,Yes,4,3,78.0
3,91,Yes,8,8,73.0
1,45,Yes,4,0,20.0
5,41,Yes,5,7,26.0
1,68,No,5,7,42.0
1,94,No,6,8,71.0
2,79,No,8,8,57.0
4,72,Yes,9,5,55.0
6,43,Yes,6,4,29.0
8,98,No,9,6,96.0
3,43,No,6,8,23.0
1,68,Yes,4,4,42.0
3,76,Yes,6,2,54.0
3,99,Yes,6,8,83.0
5,99,Yes,8,9,91.0
4,59,Yes,8,0,42.0
4,80,No,9,0,65.0
9,62,Yes,8,9,60.0
7,84,No,6,3,77.0
4,57,Yes,8,1,41.0
3,88,No,8,6,67.0
6,64,No,7,1,53.0
3,40,No,7,6,21.0
6,93,Yes,5,7,82.0
9,54,Yes,4,7,52.0
6,73,Yes,4,2,60.0
4,87,No,8,8,71.0
5,59,No,5,9,45.0
6,93,Yes,5,9,82.0
3,76,No,9,9,57.0
8,66,No,7,5,63.0
4,61,No,5,3,41.0
8,90,No,6,7,84.0
3,44,Yes,9,3,24.0
7,73,No,8,3,63.0
9,78,Yes,6,7,79.0
4,42,No,4,3,20.0
8,56,No,7,0,50.0
3,63,Yes,6,5,43.0
7,63,No,8,7,56.0
3,42,Yes,6,2,21.0
7,84,Yes,6,1,76.0
6,46,Yes,5,5,34.0
2,64,Yes,7,0,42.0
3,95,Yes,4,4,78.0
6,42,Yes,8,5,28.0
4,54,Yes,9,7,39.0
6,68,No,9,6,56.0
1,89,Yes,8,5,63.0
1,68,No,4,1,38.0
3,49,No,8,7,29.0
8,71,No,5,7,67.0
8,62,Yes,9,4,57.0
4,78,Yes,9,2,63.0
6,48,No,6,7,38.0
8,76,Yes,5,4,68.0
7,91,No,9,2,82.0
7,79,No,5,8,70.0
4,53,No,5,8,32.0
9,43,Yes,4,6,43.0
6,59,No,9,7,49.0
3,67,Yes,7,4,49.0
5,53,No,4,4,36.0
5,83,Yes,4,4,69.0
5,73,No,5,1,57.0
8,52,Yes,7,2,47.0
9,70,No,4,7,69.0
9,72,Yes,7,5,65.0
6,91,Yes,9,8,84.0
6,78,Yes,5,6,66.0
9,67,No,4,5,60.0
4,64,No,7,3,44.0
6,71,No,8,6,61.0
4,48,Yes,4,3,30.0
1,67,Yes,4,6,39.0
7,97,No,4,4,85.0
6,70,No,7,1,58.0
9,56,Yes,6,6,53.0
7,92,No,9,7,86.0
7,62,Yes,4,9,55.0
2,52,Yes,8,1,32.0
9,94,Yes,8,5,94.0
9,49,No,5,3,41.0
6,55,Yes,6,4,43.0
3,45,No,6,0,25.0
1,87,Yes,7,5,64.0
4,50,No,5,7,37.0
3,97,No,7,1,79.0
1,91,Yes,5,0,62.0
3,42,Yes,9,8,21.0
4,67,Yes,6,1,49.0
8,80,Yes,9,7,77.0
9,54,No,7,4,50.0
3,99,No,5,1,79.0
6,52,No,6,4,35.0
5,81,No,6,8,66.0
6,91,No,4,5,74.0
4,95,Yes,7,2,77.0
6,84,Yes,4,7,72.0
7,56,No,6,0,48.0
9,46,Yes,7,8,42.0
7,67,Yes,7,8,59.0
6,77,Yes,9,3,66.0
1,52,Yes,8,7,27.0
2,99,Yes,5,2,75.0
1,56,Yes,8,5,31.0
9,54,No,8,9,51.0
9,75,Yes,6,9,74.0
7,67,Yes,9,7,63.0
2,54,No,5,8,31.0
6,85,No,8,7,79.0
4,92,No,8,8,77.0
1,50,Yes,7,3,26.0
1,95,No,6,9,69.0
5,70,Yes,8,0,56.0
2,43,No,5,6,18.0
4,74,Yes,4,9,55.0
1,73,Yes,4,3,45.0
4,91,No,6,0,74.0
6,66,Yes,4,2,56.0
4,49,Yes,7,6,34.0
1,69,Yes,7,2,44.0
7,84,Yes,5,0,73.0
2,59,No,9,6,38.0
9,68,No,6,7,64.0
3,97,No,6,4,75.0
8,92,Yes,4,5,84.0
8,68,No,8,2,62.0
3,62,No,8,4,41.0
4,96,Yes,9,2,81.0
2,89,No,8,1,66.0
4,60,No,9,6,45.0
9,87,No,5,9,84.0
2,82,Yes,6,6,60.0
3,49,No,4,7,26.0
4,80,No,5,0,64.0
5,51,No,7,1,32.0
1,69,Yes,7,1,48.0
7,90,Yes,7,2,83.0
7,72,No,9,6,62.0
9,57,No,9,6,55.0
4,53,No,6,6,36.0
6,61,Yes,7,0,52.0
2,60,Yes,9,1,35.0
4,40,No,9,7,21.0
2,88,No,8,8,67.0
5,82,Yes,9,9,71.0
7,91,Yes,7,6,87.0
1,99,No,5,0,70.0
7,54,Yes,7,3,43.0
6,75,No,8,9,69.0
6,86,No,7,7,75.0
8,93,Yes,4,4,85.0
8,61,No,8,0,56.0
6,71,No,6,6,55.0
3,97,No,7,5,78.0
5,85,No,9,8,71.0
2,93,No,5,3,68.0
5,72,No,7,3,60.0
9,97,No,5,7,95.0
1,80,Yes,4,3,51.0
5,98,Yes,6,2,84.0
6,78,No,9,6,68.0
7,62,Yes,8,4,54.0
9,82,No,8,8,79.0
6,94,No,6,4,83.0
5,41,Yes,4,8,28.0
7,41,No,4,5,31.0
1,77,No,7,5,50.0
5,94,Yes,4,5,79.0
2,90,Yes,7,6,64.0
4,68,Yes,5,3,53.0
7,91,Yes,6,3,81.0
5,85,Yes,5,8,70.0
6,99,Yes,5,6,85.0
2,42,No,5,9,20.0
3,78,Yes,5,5,60.0
7,46,Yes,8,0,36.0
2,75,No,4,6,49.0
6,68,No,6,5,56.0
5,94,Yes,6,3,79.0
1,76,No,9,7,53.0
4,88,No,5,6,70.0
2,97,No,6,7,74.0
4,75,No,7,8,60.0
1,62,No,6,0,32.0
2,84,No,5,2,59.0
8,55,No,6,1,48.0
6,87,Yes,4,2,74.0
2,70,No,5,1,46.0
6,73,Yes,8,5,63.0
9,89,No,4,8,87.0
7,40,No,6,1,29.0
9,57,Yes,8,3,51.0
5,97,No,9,4,81.0
7,79,No,4,4,70.0
7,82,Yes,9,0,75.0
3,95,No,7,5,75.0
7,95,No,4,4,85.0
1,54,Yes,8,5,28.0
9,87,Yes,9,3,84.0
6,88,No,7,5,76.0
5,56,Yes,9,8,43.0
7,83,No,6,0,73.0
5,49,No,5,5,33.0
5,59,Yes,9,0,45.0
7,45,Yes,6,6,38.0
7,47,Yes,5,3,39.0
3,84,Yes,5,5,67.0
3,73,No,8,6,53.0
3,71,Yes,7,4,50.0
6,90,Yes,7,8,80.0
6,93,No,4,7,80.0
3,81,No,6,2,60.0
3,43,No,8,0,23.0
8,83,No,9,9,80.0
8,89,No,6,7,83.0
7,78,No,9,3,72.0
4,59,No,9,6,46.0
4,63,No,9,3,45.0
3,63,No,4,6,42.0
5,94,Yes,4,0,78.0
3,65,Yes,8,0,43.0
8,64,No,4,1,55.0
7,75,Yes,8,4,67.0
3,46,No,4,9,28.0
9,49,No,7,5,48.0
5,97,No,8,1,81.0
9,86,No,7,0,84.0
7,51,Yes,7,8,41.0
7,40,Yes,8,6,31.0
6,91,No,6,7,83.0
2,89,Yes,5,5,70.0
9,64,Yes,4,8,57.0
6,55,No,9,7,45.0
8,44,No,4,3,37.0
1,58,Yes,9,4,33.0
5,43,Yes,6,1,28.0
1,45,No,5,0,16.0
8,65,No,6,5,60.0
8,88,Yes,5,2,81.0
1,78,No,8,3,54.0
9,95,No,8,0,94.0
2,94,No,9,5,74.0
9,78,Yes,7,7,76.0
1,48,Yes,7,9,19.0
9,84,No,9,3,83.0
4,91,Yes,8,9,73.0
9,53,No,9,7,52.0
7,87,Yes,7,9,81.0
6,94,Yes,9,2,84.0
5,48,Yes,8,6,35.0
9,54,No,6,2,53.0
2,76,No,4,5,55.0
2,89,No,8,3,66.0
9,92,Yes,9,5,87.0
3,59,No,8,6,43.0
8,47,No,8,7,39.0
9,71,No,7,5,68.0
8,86,No,9,3,81.0
4,60,Yes,7,8,45.0
1,96,No,9,6,75.0
4,80,No,7,8,64.0
9,58,Yes,7,2,54.0
2,68,No,6,4,45.0
3,97,Yes,8,0,75.0
8,70,Yes,6,7,64.0
6,93,Yes,7,0,81.0
8,45,No,6,0,39.0
7,43,Yes,8,6,38.0
5,82,Yes,8,7,72.0
9,68,Yes,7,2,67.0
4,81,No,8,1,66.0
6,42,Yes,6,6,32.0
2,40,Yes,5,9,17.0
2,83,Yes,8,4,59.0
2,94,No,6,0,70.0
7,54,Yes,6,1,41.0
2,86,Yes,6,2,62.0
2,60,No,8,5,38.0
9,85,No,5,0,81.0
7,97,No,7,7,88.0
3,70,Yes,7,1,46.0
3,46,Yes,8,4,25.0
7,56,Yes,8,7,48.0
5,95,Yes,4,4,81.0
6,58,No,9,7,49.0
8,78,Yes,5,5,72.0
9,99,No,6,6,96.0
1,42,Yes,9,7,17.0
3,69,Yes,6,2,48.0
7,74,Yes,9,4,69.0
6,97,No,7,9,85.0
7,96,No,9,6,85.0
8,68,No,8,8,64.0
6,89,No,5,5,79.0
3,91,Yes,7,9,74.0
2,93,Yes,9,0,69.0
7,53,Yes,5,7,44.0
1,74,Yes,8,5,50.0
3,67,Yes,6,0,48.0
4,97,No,4,3,77.0
1,69,No,5,5,46.0
5,65,Yes,6,9,51.0
3,46,Yes,5,0,23.0
2,78,Yes,5,9,56.0
3,70,Yes,5,4,47.0
8,44,No,8,2,42.0
6,74,Yes,7,6,64.0
7,89,Yes,5,7,80.0
6,86,Yes,8,2,73.0
6,91,Yes,4,9,80.0
3,53,No,7,2,34.0
8,75,Yes,8,2,69.0
7,66,No,4,5,54.0
7,63,No,7,5,56.0
6,79,Yes,8,2,66.0
5,68,Yes,4,5,53.0
8,92,Yes,8,8,89.0
5,84,Yes,4,7,70.0
9,61,Yes,5,6,59.0
9,47,No,5,6,41.0
1,54,No,7,7,28.0
6,88,No,4,6,75.0
7,44,No,5,2,34.0
3,91,No,7,7,68.0
7,43,Yes,6,7,32.0
7,50,Yes,5,0,44.0
2,57,No,5,9,35.0
7,81,Yes,9,4,74.0
1,88,Yes,8,4,64.0
5,69,No,6,0,57.0
9,54,No,4,5,46.0
7,45,No,7,5,36.0
7,94,Yes,6,3,85.0
2,92,No,4,5,71.0
8,55,No,5,5,49.0
3,86,Yes,9,0,71.0
8,79,Yes,7,4,76.0
3,48,No,7,1,26.0
7,82,Yes,6,6,74.0
2,98,No,8,8,78.0
4,73,Yes,4,8,59.0
6,66,No,9,8,55.0
9,52,Yes,9,6,51.0
5,75,Yes,6,6,57.0
9,66,Yes,8,0,63.0
5,48,No,8,5,37.0
8,44,No,8,4,41.0
1,90,No,7,7,67.0
7,61,Yes,4,7,56.0
4,70,Yes,4,3,51.0
5,42,Yes,6,0,26.0
6,69,No,5,5,56.0
5,60,Yes,6,9,48.0
1,74,No,4,0,52.0
9,45,No,7,4,42.0
2,67,No,6,4,41.0
9,71,No,5,2,64.0
2,81,No,9,4,57.0
9,76,Yes,6,5,72.0
6,64,Yes,8,4,52.0
9,71,Yes,5,0,67.0
6,74,Yes,8,6,61.0
6,61,Yes,7,2,51.0
2,63,Yes,4,6,42.0
8,78,No,6,4,71.0
3,93,Yes,6,2,74.0
7,69,No,8,5,62.0
5,89,No,8,0,76.0
3,71,No,4,5,50.0
1,70,No,6,3,42.0
8,62,No,4,3,55.0
3,79,Yes,8,4,60.0
2,72,Yes,9,8,52.0
1,64,Yes,8,0,36.0
4,75,No,5,2,53.0
8,63,Yes,8,3,54.0
3,70,Yes,8,1,47.0
1,97,No,9,8,70.0
4,78,No,4,6,62.0
9,85,Yes,5,0,82.0
1,52,No,5,8,26.0
2,49,No,6,5,25.0
9,62,No,9,1,55.0
2,57,Yes,7,0,34.0
3,71,No,6,5,51.0
7,72,No,6,6,63.0
3,75,No,6,9,54.0
9,67,No,5,5,62.0
6,55,No,4,6,43.0
3,55,Yes,8,5,34.0
9,57,Yes,5,7,56.0
1,47,No,8,1,24.0
3,81,No,8,8,65.0
1,55,Yes,7,8,31.0
2,94,Yes,6,8,72.0
8,95,No,7,6,90.0
7,50,No,6,8,43.0
2,45,Yes,5,0,23.0
2,40,No,8,2,18.0
9,51,No,7,1,44.0
6,96,Yes,9,0,84.0
5,77,Yes,5,4,62.0
6,67,Yes,5,0,56.0
9,84,Yes,9,2,87.0
7,97,No,6,5,89.0
9,56,No,8,5,55.0
4,40,No,6,2,18.0
2,71,No,6,3,46.0
8,47,Yes,5,6,42.0
4,93,Yes,6,5,72.0
9,79,No,4,1,75.0
4,95,No,9,8,79.0
8,82,No,9,5,78.0
9,85,Yes,8,1,81.0
9,63,Yes,9,6,63.0
4,49,Yes,6,9,35.0
1,86,No,6,9,63.0
3,78,No,7,3,59.0
9,78,No,8,0,76.0
4,49,Yes,8,9,33.0
5,75,No,9,8,62.0
7,64,Yes,6,9,58.0
5,99,No,4,7,82.0
4,89,No,7,4,73.0
2,98,Yes,4,2,75.0
2,96,Yes,6,3,71.0
4,49,No,8,2,30.0
9,58,Yes,8,9,58.0
8,85,Yes,4,7,80.0
3,84,Yes,5,4,65.0
9,54,Yes,6,7,51.0
5,55,Yes,8,0,44.0
3,41,No,9,8,23.0
5,68,No,5,9,56.0
4,43,No,8,2,25.0
8,92,No,9,0,89.0
5,89,Yes,8,2,75.0
8,68,No,5,1,60.0
9,70,Yes,4,6,64.0
4,56,No,6,9,40.0
7,49,No,5,3,37.0
2,66,Yes,5,6,42.0
6,92,No,8,2,78.0
8,80,No,9,5,72.0
7,54,No,5,6,44.0
7,99,No,6,6,89.0
8,83,No,4,4,77.0
7,70,No,9,5,62.0
5,60,No,4,2,46.0
7,99,Yes,4,3,94.0
3,98,No,6,5,80.0
5,97,No,8,2,83.0
7,80,No,9,6,74.0
9,85,No,9,2,85.0
2,84,No,6,8,61.0
4,99,No,9,3,85.0
7,65,Yes,5,1,58.0
1,77,No,7,5,52.0
2,90,No,7,8,69.0
9,75,Yes,7,9,78.0
7,91,Yes,4,9,82.0
7,56,No,9,1,47.0
6,90,No,6,3,79.0
3,42,No,9,4,21.0
3,53,Yes,6,8,33.0
2,88,Yes,9,6,65.0
6,52,No,4,4,35.0
4,80,No,5,5,63.0
5,66,Yes,7,8,50.0
3,40,Yes,7,3,18.0
6,96,Yes,9,1,88.0
3,56,Yes,4,4,35.0
8,87,No,7,6,82.0
9,89,Yes,9,3,87.0
4,73,Yes,8,0,59.0
9,53,No,9,7,56.0
7,93,Yes,6,4,86.0
3,94,No,7,9,70.0
7,98,Yes,7,1,90.0
1,56,No,8,2,28.0
3,42,Yes,5,9,21.0
6,73,No,9,9,64.0
4,79,No,5,4,61.0
7,64,Yes,9,3,54.0
3,41,No,8,8,20.0
1,73,No,5,8,49.0
9,65,Yes,4,7,65.0
6,70,No,8,1,61.0
8,48,No,9,4,40.0
3,69,Yes,6,7,49.0
8,59,Yes,6,7,52.0
2,60,No,6,6,38.0
4,68,No,9,3,51.0
3,98,No,7,2,76.0
1,64,No,8,7,42.0
7,77,No,8,7,68.0
2,97,Yes,5,9,77.0
4,83,No,8,4,65.0
9,64,Yes,8,2,63.0
6,48,Yes,5,4,35.0
8,78,Yes,8,3,71.0
2,83,Yes,8,7,64.0
7,65,No,4,1,53.0
6,96,No,9,7,87.0
9,76,No,5,9,71.0
7,55,Yes,4,5,43.0
1,76,Yes,7,3,54.0
8,51,No,5,2,44.0
3,63,Yes,9,9,45.0
2,65,No,8,4,42.0
3,59,Yes,8,5,38.0
6,48,Yes,4,0,36.0
3,62,Yes,4,0,43.0
5,78,Yes,7,9,67.0
6,68,Yes,7,2,58.0
8,70,Yes,9,1,64.0
7,58,Yes,8,0,51.0
8,59,No,6,7,57.0
3,62,No,7,0,40.0
4,82,Yes,8,9,68.0
6,66,Yes,7,7,58.0
7,69,No,5,4,63.0
9,60,Yes,4,3,56.0
1,83,No,8,7,60.0
8,74,No,7,7,68.0
8,88,No,4,7,82.0
6,46,No,6,2,33.0
4,61,No,7,7,47.0
3,49,Yes,8,0,32.0
3,62,Yes,5,3,39.0
6,54,No,4,4,41.0
8,69,Yes,4,5,61.0
7,73,No,5,4,63.0
1,52,Yes,8,4,27.0
6,99,Yes,9,4,88.0
7,43,Yes,6,8,35.0
7,57,Yes,9,9,48.0
9,95,Yes,5,9,95.0
5,62,Yes,6,2,48.0
1,72,Yes,8,1,45.0
2,73,Yes,7,9,49.0
4,73,No,7,1,57.0
5,75,No,9,7,61.0
9,74,Yes,8,4,75.0
1,56,Yes,6,4,26.0
3,67,Yes,9,5,47.0
5,53,No,5,8,37.0
3,73,Yes,9,6,55.0
4,87,Yes,8,4,73.0
3,50,No,8,4,30.0
4,96,No,7,9,80.0
1,52,No,5,8,24.0
8,72,Yes,7,8,66.0
4,96,No,6,1,77.0
7,94,Yes,6,6,86.0
2,41,No,4,9,13.0
2,73,Yes,8,0,52.0
6,92,Yes,5,3,80.0
2,68,Yes,5,1,44.0
6,76,No,7,9,68.0
2,43,Yes,9,8,23.0
4,51,Yes,9,5,36.0
7,65,Yes,7,3,58.0
8,97,No,9,2,91.0
3,67,Yes,5,3,48.0
9,42,Yes,7,1,40.0
2,59,Yes,9,4,33.0
8,49,Yes,4,8,46.0
8,91,No,8,5,87.0
4,57,Yes,4,1,39.0
1,92,No,9,5,70.0
1,92,No,6,8,67.0
2,92,Yes,5,3,68.0
9,66,No,4,0,61.0
2,70,No,4,1,51.0
2,66,No,7,4,43.0
6,81,Yes,7,9,70.0
7,40,No,7,6,34.0
7,45,No,9,7,33.0
9,50,Yes,6,2,46.0
6,73,Yes,4,8,60.0
8,78,No,8,1,73.0
6,59,No,7,3,47.0
2,92,No,6,3,67.0
1,60,Yes,9,5,37.0
5,60,No,6,9,44.0
9,57,Yes,7,5,55.0
8,60,No,5,2,52.0
4,58,No,4,8,42.0
5,43,Yes,7,4,28.0
5,52,No,8,1,31.0
6,57,Yes,4,5,42.0
3,91,No,6,2,71.0
5,68,Yes,8,7,54.0
2,64,Yes,4,2,42.0
1,95,No,8,4,68.0
1,52,Yes,6,3,27.0
7,66,No,7,3,59.0
2,99,Yes,8,1,77.0
4,58,Yes,7,7,43.0
5,88,Yes,6,2,73.0
7,40,No,6,3,31.0
2,77,Yes,8,5,55.0
6,58,Yes,8,8,49.0
1,91,Yes,6,3,65.0
7,40,No,8,2,30.0
9,79,No,8,4,75.0
5,56,Yes,8,8,43.0
5,60,Yes,9,0,49.0
4,61,No,8,4,44.0
3,54,Yes,4,3,35.0
9,89,Yes,6,4,88.0
5,78,Yes,6,6,65.0
8,87,Yes,5,6,82.0
9,78,Yes,7,6,76.0
5,71,Yes,5,0,54.0
9,88,No,8,8,90.0
2,43,Yes,8,6,23.0
9,83,Yes,4,3,79.0
4,84,No,4,3,65.0
6,71,No,4,1,59.0
6,43,No,4,5,28.0
6,92,No,4,9,79.0
2,40,Yes,4,2,11.0
7,72,No,4,0,61.0
6,46,Yes,4,4,36.0
1,48,No,9,5,22.0
2,40,No,4,4,20.0
7,55,No,6,4,45.0
1,57,Yes,4,9,32.0
1,93,No,7,7,68.0
1,86,No,4,9,55.0
8,45,No,9,0,38.0
4,41,Yes,8,7,23.0
4,48,Yes,9,6,33.0
2,43,No,9,0,22.0
1,84,Yes,8,8,60.0
9,62,No,4,3,58.0
7,93,Yes,4,6,84.0
4,82,No,8,2,67.0
6,84,Yes,7,7,79.0
2,82,No,5,3,61.0
7,90,Yes,6,1,80.0
2,47,Yes,8,1,27.0
8,78,No,4,7,72.0
8,64,No,6,7,61.0
1,55,Yes,4,0,25.0
8,74,No,5,5,67.0
2,56,No,5,8,33.0
6,57,No,8,8,46.0
1,99,No,6,1,73.0
5,66,Yes,9,7,54.0
7,54,No,6,7,44.0
1,99,Yes,9,3,74.0
2,56,Yes,5,3,31.0
7,82,No,4,4,73.0
6,44,No,9,9,34.0
3,55,Yes,9,6,36.0
2,54,No,8,0,27.0
4,81,No,7,8,66.0
3,85,Yes,5,2,66.0
7,73,Yes,9,3,64.0
8,87,Yes,5,6,82.0
2,58,No,8,4,34.0
7,47,No,4,4,38.0
8,86,Yes,6,0,79.0
6,49,Yes,5,1,35.0
6,44,No,8,4,33.0
1,91,No,8,1,65.0
4,87,No,8,0,69.0
1,92,Yes,6,9,66.0
4,65,No,5,2,45.0
2,61,No,9,0,37.0
5,83,Yes,8,9,71.0
9,62,No,6,7,59.0
3,52,Yes,4,7,32.0
8,48,No,7,7,40.0
3,88,Yes,5,6,73.0
6,59,Yes,6,6,48.0
4,67,Yes,7,1,52.0
8,83,No,7,8,79.0
6,96,No,6,6,85.0
8,76,No,9,4,72.0
1,63,No,9,3,39.0
6,83,Yes,6,7,72.0
1,72,No,6,4,51.0
1,59,No,8,5,36.0
8,99,Yes,4,3,89.0
7,87,Yes,9,1,82.0
3,69,Yes,8,6,51.0
6,83,Yes,7,1,75.0
9,48,No,7,6,44.0
7,84,Yes,7,6,72.0
3,88,No,6,0,66.0
6,56,No,5,9,41.0
4,75,Yes,8,9,59.0
3,53,Yes,5,2,31.0
9,58,Yes,4,2,54.0
2,46,Yes,4,5,23.0
1,98,Yes,8,2,75.0
2,42,No,7,8,21.0
7,72,Yes,9,4,69.0
1,83,No,4,5,56.0
6,71,Yes,5,5,60.0
7,86,No,5,7,79.0
9,50,No,9,9,47.0
8,81,No,6,2,72.0
6,41,Yes,7,8,31.0
3,65,Yes,6,6,45.0
8,43,Yes,8,5,40.0
7,56,No,4,0,46.0
3,56,No,9,3,38.0
9,67,Yes,9,4,64.0
2,69,Yes,9,1,46.0
3,79,No,6,0,58.0
2,62,No,6,1,37.0
1,85,Yes,8,7,62.0
4,63,Yes,5,9,49.0
5,68,Yes,5,5,53.0
6,43,No,8,9,30.0
5,77,No,9,1,59.0
1,68,Yes,5,8,40.0
3,58,Yes,8,7,37.0
1,66,Yes,5,3,41.0
5,68,Yes,8,9,56.0
5,95,Yes,5,6,81.0
6,75,No,9,2,66.0
8,74,Yes,6,5,71.0
1,91,No,6,2,64.0
4,45,No,9,9,31.0
1,98,No,5,2,72.0
9,62,No,9,8,57.0
7,78,No,8,5,67.0
7,85,No,6,7,76.0
5,83,No,4,3,68.0
7,87,No,5,3,78.0
2,91,Yes,4,7,68.0
4,47,Yes,4,6,25.0
7,94,Yes,7,4,86.0
3,41,Yes,4,1,15.0
2,52,Yes,4,5,28.0
2,79,No,9,0,58.0
1,96,No,7,6,72.0
5,60,No,7,8,45.0
6,70,No,7,4,59.0
6,91,No,8,4,78.0
9,87,Yes,7,6,84.0
4,75,Yes,9,4,56.0
1,87,No,8,9,62.0
6,91,Yes,5,3,78.0
5,77,Yes,8,0,62.0
6,66,Yes,5,5,54.0
3,75,Yes,7,8,57.0
2,87,Yes,7,3,61.0
6,62,No,5,9,49.0
1,94,Yes,6,3,71.0
7,60,Yes,9,4,55.0
7,52,No,8,5,44.0
7,76,No,9,2,68.0
1,86,No,9,8,60.0
4,65,No,4,0,45.0
7,79,No,7,5,72.0
9,46,No,8,5,41.0
5,85,No,9,7,73.0
2,78,No,8,4,57.0
7,61,Yes,9,8,55.0
1,78,No,7,8,53.0
7,62,No,9,1,53.0
6,97,Yes,5,4,87.0
7,69,No,7,6,61.0
3,57,No,8,1,38.0
3,81,No,6,6,60.0
7,57,No,9,8,49.0
2,85,Yes,5,7,64.0
1,49,Yes,7,9,23.0
9,78,No,4,8,72.0
9,69,Yes,7,3,71.0
7,65,Yes,8,7,59.0
7,46,Yes,8,8,38.0
3,46,Yes,4,9,24.0
2,44,Yes,5,1,18.0
7,40,Yes,8,9,33.0
9,85,No,5,2,81.0
1,57,No,5,0,30.0
4,52,Yes,7,0,32.0
6,64,Yes,5,9,50.0
7,79,Yes,9,5,73.0
7,47,No,8,0,38.0
2,49,No,8,4,28.0
4,71,No,6,5,57.0
5,56,No,5,8,41.0
1,77,No,6,5,52.0
1,54,No,7,3,26.0
3,54,Yes,6,0,28.0
3,96,No,5,5,74.0
8,87,No,8,6,81.0
9,79,No,7,4,81.0
1,90,Yes,5,5,61.0
2,59,No,7,9,38.0
2,54,Yes,4,7,29.0
4,74,Yes,5,0,57.0
2,45,No,4,7,21.0
7,69,No,6,1,57.0
9,96,No,5,1,94.0
7,47,Yes,4,7,39.0
6,70,No,9,1,59.0
1,87,Yes,8,7,64.0
9,86,Yes,6,4,83.0
5,71,No,5,8,53.0
5,84,No,5,8,70.0
6,97,No,8,7,92.0
9,91,Yes,8,8,92.0
8,54,No,4,6,47.0
8,57,Yes,4,7,51.0
8,52,No,4,5,45.0
1,63,Yes,7,8,34.0
1,79,No,6,1,50.0
8,53,No,5,2,45.0
5,67,Yes,6,1,54.0
9,50,Yes,8,5,52.0
2,45,No,9,2,20.0
9,95,Yes,6,0,93.0
8,64,Yes,6,3,53.0
9,40,Yes,4,4,35.0
4,64,Yes,8,3,48.0
1,41,No,6,5,18.0
1,71,Yes,5,2,43.0
5,52,No,4,9,36.0
2,72,No,6,5,51.0
8,71,No,8,9,65.0
5,95,Yes,9,0,81.0
5,63,No,5,5,45.0
2,66,No,9,7,46.0
7,43,No,8,9,32.0
8,63,No,8,7,60.0
1,62,No,8,0,33.0
2,68,Yes,9,6,45.0
4,73,No,7,9,54.0
5,60,Yes,5,9,46.0
2,69,No,8,3,49.0
1,65,No,7,5,38.0
9,59,Yes,4,5,53.0
1,55,Yes,7,4,30.0
4,42,No,4,9,24.0
2,88,No,9,8,69.0
4,76,No,7,9,57.0
8,97,No,9,7,94.0
8,79,No,8,5,77.0
9,83,Yes,7,3,79.0
5,64,No,7,3,50.0
7,62,No,8,8,52.0
3,83,Yes,4,3,64.0
4,98,Yes,8,6,86.0
9,40,No,5,5,33.0
1,72,Yes,7,1,47.0
2,54,Yes,5,4,31.0
5,56,Yes,8,2,42.0
3,73,No,9,8,54.0
2,56,No,8,9,33.0
1,91,No,6,0,61.0
3,97,Yes,5,9,78.0
1,80,No,6,3,55.0
1,83,No,5,3,59.0
1,43,Yes,9,8,20.0
8,52,No,6,0,43.0
3,43,Yes,6,1,19.0
1,46,Yes,5,0,17.0
7,85,Yes,8,0,73.0
3,98,Yes,4,0,72.0
8,48,No,8,2,39.0
4,62,No,4,3,44.0
4,72,No,5,9,52.0
5,72,Yes,7,1,58.0
6,59,No,8,0,45.0
7,43,No,6,4,36.0
4,40,Yes,8,5,22.0
8,93,Yes,5,1,86.0
6,81,No,7,2,68.0
1,73,Yes,7,9,47.0
1,66,No,8,2,40.0
