Age,Salary,Contribution Rate,Years to Retirement,Fund Balance,Risk Tolerance,Expected Return,Investment Strategy
26,82078.57778436487,0.07387385477748547,20,127095.73828917702,High,0.09780835140953818,Aggressive
49,143252.8032452933,0.16967210996619764,37,589360.956167606,Low,0.07177476374307543,Aggressive
27,181445.68396969856,0.10355530139133332,4,78788.1800432618,High,0.08616074595522118,Conservative
32,73588.95081140826,0.190413010386909,4,82643.79859212373,High,0.09205595071557424,Conservative
57,188181.1906338236,0.17637362960529862,20,750696.0812043096,High,0.0871310423353508,Aggressive
59,131000.64930486199,0.18632273942025301,24,556008.4042933374,High,0.0634965825380107,Conservative
30,166171.4013436457,0.09417390725053101,9,186971.12425855309,Medium,0.07633388708619034,Aggressive
63,97525.24173217252,0.13605973157332854,18,170255.26118207918,Medium,0.020291299246679245,Balanced
47,66070.66503636847,0.09821742770635362,31,183933.2320253338,Low,0.07184569064918533,Balanced
49,184910.02062610784,0.08854227673712715,17,286058.6596319829,Medium,0.05406909962824273,Aggressive
43,188633.09762905716,0.1410630171803826,33,882088.5670695928,Medium,0.07157697720996052,Balanced
29,114587.77450620303,0.17269930708996734,14,393679.2994793939,Low,0.07555262282154136,Balanced
35,31104.152719873608,0.06403967091899815,23,36315.053475683344,High,0.027831669087580595,Aggressive
36,48663.10212396876,0.09136531420491073,4,9897.128435877623,Medium,0.08996331655614058,Balanced
34,127414.7532393927,0.08077012713291909,31,451867.49991339445,Medium,0.03405854379552993,Conservative
32,34042.03939132066,0.16975252597340967,8,33149.87817576936,Medium,0.020836826499056223,Balanced
48,97475.0270777382,0.19000581096383296,4,65121.28103941797,Medium,0.054376565804020935,Conservative
52,81572.89074724214,0.06199140652750385,4,20852.12624805231,High,0.027173267963296742,Aggressive
60,151439.2068183748,0.10688201220608616,33,788330.0355782917,Low,0.0964781835705462,Conservative
61,39448.374401149,0.18717635640779856,6,45865.309267490025,Medium,0.04270497243516187,Balanced
45,113084.31572613887,0.10169573308194477,25,272480.7589898732,Medium,0.037887967627067115,Conservative
32,128449.42587885291,0.15689921544705548,0,0.0,Medium,0.040959177329507976,Balanced
33,134939.48292894498,0.06509995797790145,33,426373.0246801361,Medium,0.04266848965701836,Balanced
39,98876.80424287995,0.11665812974182135,25,380055.1257221136,Low,0.025005871946377392,Conservative
64,81742.52318302366,0.12549511633874427,31,212736.490690981,High,0.0632005268314233,Balanced
42,146023.8157353153,0.16364961169775905,11,342580.333675897,Low,0.021440416603682816,Conservative
44,174086.73817742415,0.09332369758697394,5,108940.2802462327,Medium,0.07974162426186539,Balanced
30,147914.9984230894,0.08962828588257907,19,299923.9230037769,Medium,0.08141842329324743,Aggressive
36,188457.40212772766,0.09544515052937472,18,374680.03694466886,Low,0.051975831252517674,Aggressive
26,151934.7993108476,0.1333544763190611,15,285949.253068218,High,0.09766551923204979,Conservative
31,159985.1847823151,0.18140066201971267,3,99400.85865737246,High,0.08254348244313925,Conservative
40,58543.543422355106,0.17464120946919603,31,392246.38274838595,High,0.029845241724219634,Aggressive
27,101321.73956954101,0.05869184846165029,17,62963.965108899625,High,0.09838786041926853,Aggressive
27,112459.40626251408,0.18184326669380357,4,61949.547742479845,Low,0.08760977121896853,Aggressive
51,73569.8375900833,0.06426640613275877,5,16408.335291085015,Low,0.0763192477434606,Aggressive
64,119851.77626056893,0.11230221039783048,13,234678.61107220442,High,0.07227594539642858,Balanced
62,79434.63051771407,0.1648106658881332,17,262619.5642323873,Low,0.06838000395680971,Conservative
57,146875.35577675072,0.06222665540509148,9,78207.29599215367,Low,0.09921807818097533,Conservative
52,109949.0410395399,0.05605995204154503,22,179816.1238843212,Medium,0.05827939136803083,Aggressive
25,107997.18222573606,0.09949937054161914,17,222276.84307002605,Low,0.033266241038088534,Conservative
32,197219.23027557798,0.15948884117859724,3,133390.60050633817,Low,0.04355669237347724,Conservative
61,96715.62425223697,0.12826346563581723,31,221815.46538824597,High,0.05001732232841159,Balanced
56,91590.22354022661,0.11255028059145315,5,52014.52137788806,Low,0.04531444036207846,Balanced
61,84162.74311805125,0.17196099762735828,25,436622.78925502213,High,0.022428176648579656,Conservative
28,182107.36756588568,0.1650063893291367,5,106296.88649830259,Medium,0.02589817038469487,Balanced
54,114443.0504366903,0.1679064814600947,34,540390.3658120619,Medium,0.020394262182934105,Aggressive
30,132002.46117170804,0.11895902359238031,4,57722.30949878055,Low,0.07432895221921296,Conservative
43,60739.14143040715,0.05291738637380469,13,54082.14822451638,Low,0.07316033494018735,Balanced
56,121960.20120083758,0.07582054602372953,1,9187.687607359496,High,0.0254503267697514,Balanced
33,76690.19278764301,0.16119506424149388,39,478683.63366798405,Medium,0.0452147546586376,Conservative
36,154208.27661468918,0.16297602076244377,12,280743.61864090624,High,0.04264097852004395,Conservative
35,171529.81929470497,0.1958447919052005,4,97902.61941006007,Low,0.05628837325963103,Aggressive
40,151517.8176623172,0.07852797903652892,35,592629.0053372885,Medium,0.048695739092611386,Balanced
25,154141.50826594373,0.06843901822289676,35,301952.8414282744,Low,0.08564096564125881,Conservative
45,117120.6997003179,0.07081844506040216,18,159369.95989970377,Medium,0.09061443306639712,Balanced
54,151060.069576803,0.07771821726112105,19,144718.27847907133,High,0.036483279174755814,Balanced
37,101856.77903638725,0.1292702509261812,21,258325.84573865458,Low,0.02967983813784163,Balanced
58,140753.1561000342,0.19628171944612277,30,1163497.8260803774,Low,0.08714444869201811,Balanced
28,74036.6657204875,0.13841472245009107,3,45975.526911819084,Medium,0.06011966530032126,Conservative
52,41858.692093041725,0.12840320984699644,2,9263.471256152197,High,0.045949876540340245,Conservative
62,100290.45490073465,0.15100343455758067,36,356549.9647398033,Medium,0.024111398960129933,Aggressive
55,108502.2864826833,0.06108955861372349,24,129563.40737212825,Medium,0.06848997714371398,Conservative
51,73589.2168920773,0.1723031201225549,36,377608.9491554822,Medium,0.036618070983398684,Balanced
29,153710.6181292304,0.14703193149788019,3,77598.96348203107,Low,0.023014939071693528,Aggressive
49,42503.581425967466,0.07567875193857879,38,121761.71455124998,High,0.055584708574165975,Conservative
27,67867.21514446205,0.14460731317991454,6,74692.71049440389,High,0.06777100003445438,Conservative
57,157256.00213711656,0.13943119438488055,6,158041.481817877,High,0.03371015419427216,Aggressive
28,104311.1265358021,0.059727947824220085,24,112340.900912934,Medium,0.07211625305851671,Conservative
49,149898.2160866831,0.09003982967686344,14,242666.9677480517,High,0.035111030427656995,Conservative
44,126472.59922321136,0.1086412434333922,6,111085.89173261536,High,0.021659190241188533,Conservative
58,191621.1674995516,0.08673327942154703,3,54765.51165887324,Low,0.031914592970224163,Balanced
50,131625.2915628816,0.08647425316931612,33,536249.9230160911,Low,0.06695959753459209,Aggressive
29,32527.72563873835,0.13594227105461276,18,102115.06540751935,Low,0.0708247620825261,Aggressive
59,89989.14958573677,0.12062885255906586,37,439961.0018119592,Medium,0.08918334066282382,Balanced
52,54320.31597480031,0.15009382725920123,26,298081.5249457951,Low,0.02499139659530009,Aggressive
53,187187.72519160956,0.19346106306648753,4,159391.4871065184,High,0.09623661739059015,Conservative
33,47682.117228463656,0.1490834066901818,12,87111.02384113739,Low,0.061753915042271165,Balanced
62,95910.13273228487,0.13731438984238128,13,146598.22453672774,Medium,0.039647051239340994,Balanced
30,68436.86291653768,0.17713392374982467,29,486148.66230577364,Low,0.04923321079026592,Balanced
43,173942.73836744466,0.14481096658505538,9,141171.84153944824,High,0.024454186934801846,Aggressive
35,82456.30459011588,0.07483419054632015,31,186218.48679746815,Low,0.0288073273890429,Balanced
26,198621.89213424965,0.09721230491876943,0,0.0,Low,0.09059211554990955,Balanced
33,36564.82295408265,0.1600040424026607,23,141929.09455839059,Low,0.028472643072183307,Balanced
45,51807.05131863619,0.16075735745405303,28,268614.03982089175,Medium,0.024467167175205484,Aggressive
48,68188.59199294855,0.1980513125463439,6,81498.65474386925,Medium,0.06786143052342077,Aggressive
58,167888.0268340271,0.144046231760346,30,549078.474873781,Medium,0.05061877527416456,Aggressive
46,179347.9255408827,0.18493177821288587,16,720095.2361640201,Medium,0.05247434561583013,Balanced
27,42146.7347036018,0.05818704658842906,29,82322.53742477855,Medium,0.02962185375856806,Conservative
36,35518.22409958699,0.1349333517215973,24,156221.79462164082,Low,0.023533532342027305,Aggressive
52,156574.66570777848,0.1879772037053294,27,616703.6272576463,Low,0.08925834387217522,Conservative
54,52669.84114811429,0.09308663527672933,35,195119.00893905328,Medium,0.05116305049303983,Conservative
50,52609.75980268866,0.07323149056913139,6,28067.01849912017,Medium,0.028808575873878015,Aggressive
45,33802.310864052975,0.10257652401451406,34,104143.75163184057,Low,0.03602037522548271,Aggressive
52,38467.339189181715,0.16883542508664034,19,161928.74811224604,High,0.02823274719193243,Conservative
50,74824.82796123315,0.06270512220219734,13,30650.371845194837,Low,0.058247309365088026,Aggressive
57,41050.933199837076,0.1400507987553627,29,182552.97375395303,Medium,0.08428037605117086,Conservative
45,92709.44558207685,0.07034474087664147,0,0.0,Low,0.051478928314140554,Conservative
59,171571.75530864936,0.11532986623208695,37,756909.4674724881,Medium,0.069591667182318,Balanced
58,85474.44374467075,0.19489655023274838,24,451802.6302836327,Low,0.07403567166994776,Conservative
42,153731.8076384932,0.07927164047703297,33,268329.88128465804,Low,0.07696597084168733,Balanced
35,45964.694021275114,0.05510248232690485,7,21005.442505621635,Low,0.06844246827982298,Balanced
47,142093.7818613138,0.1140805008467064,19,257416.70391763284,High,0.06432703996173933,Aggressive
46,83847.02115376396,0.13665433815352326,29,316351.9556770768,Low,0.058270794190924374,Aggressive
41,157457.98937849648,0.0946276602547092,3,37239.69145875235,Low,0.057888387554939594,Conservative
29,53162.84238958492,0.13126520050650387,20,135930.93511934383,High,0.04663456909692837,Aggressive
35,182640.17421996192,0.19301029193779812,26,1027959.9936070468,Low,0.06036334980625965,Aggressive
54,71238.12449264922,0.09676561811241807,9,83031.64578869105,High,0.05832458335437686,Aggressive
39,90033.4248578,0.09641405467989364,22,187807.30697042416,High,0.04555411659581142,Aggressive
51,191530.72083906707,0.12241518468214316,32,617648.8624041158,High,0.04409184720540668,Conservative
59,128342.00115424601,0.12729745038370316,10,161406.08650366683,Low,0.055685484019484296,Balanced
57,92181.15822371373,0.05020488888126279,18,99030.9193555488,Medium,0.08424392202729684,Balanced
44,191432.3649957174,0.142381269680726,10,230779.99179002127,Low,0.03981638968755509,Balanced
40,85943.16087130544,0.19960360229970664,3,47052.33247416181,Medium,0.08763160221586708,Aggressive
58,46128.02115478056,0.0938012074205685,22,101172.7953998057,Medium,0.07791684645453041,Aggressive
26,199464.31093610136,0.14462150693997938,4,91618.59855733799,High,0.04095136098407118,Conservative
59,75533.63649501535,0.050693248255101006,4,10860.469376931178,High,0.02110608008765329,Balanced
64,174713.83427893327,0.14064899184453475,17,267521.6474389355,High,0.02614559875508009,Conservative
52,58141.935119924834,0.1170602464141727,16,92847.30711387596,High,0.09062965621100655,Balanced
63,154330.17520215426,0.12954397301970105,2,21925.539425692405,Low,0.08455417174177696,Conservative
30,119156.39706028285,0.13158574512385757,7,118917.6063584807,Low,0.050366143965914725,Conservative
33,196754.11490932203,0.07654294539497807,39,396992.28361770476,Medium,0.02493634975398419,Conservative
44,123981.16053570791,0.16549521828189356,22,396058.08251130744,Low,0.08489056854010468,Balanced
25,34252.5758214452,0.13332044315155087,22,77279.59240454783,Low,0.0404193612751774,Aggressive
32,132659.25823609496,0.09052916892454912,1,13575.454923450205,Medium,0.09624942618918614,Balanced
47,54703.79757722643,0.19060723198481488,38,535038.9522933107,Low,0.061831824964398444,Aggressive
27,165751.9555979548,0.051916056500608404,20,195045.3682602401,Low,0.07721426281222797,Conservative
28,175616.59340328284,0.1588905820999684,23,669067.0732054021,High,0.05694548251168169,Balanced
49,111955.89819510143,0.10718527784856557,37,519074.2207769782,High,0.022214896639385452,Aggressive
62,163147.64769889077,0.12838172469669606,19,210914.2004838343,Medium,0.025053709536778514,Balanced
39,54668.82503187287,0.09372646241683724,38,121273.33143958892,High,0.09807858433928701,Balanced
45,113653.29171105984,0.098187826439503,26,172614.33694387082,Low,0.05297952894080042,Balanced
59,96970.52499739939,0.05227493219163521,38,115228.83542722992,High,0.03465393580795079,Conservative
38,133923.95579902382,0.15947676330678534,6,97453.36747587129,High,0.07762363554104725,Aggressive
60,37561.1220965372,0.1566197616201078,32,194283.88719049588,Medium,0.09057536642543507,Conservative
36,157860.88250226667,0.14815373006108334,28,402527.3052259727,Low,0.041358667059257295,Aggressive
41,43451.97921069623,0.18169260208760124,9,101970.93383949563,Medium,0.06568993071085345,Conservative
63,141600.15798012802,0.18519013708376514,9,319613.5083198775,Low,0.03963096106403336,Balanced
33,33137.72834179052,0.13346664791378832,11,71596.37599393404,Low,0.08580416480459481,Conservative
59,171420.97083864402,0.15272352381005944,2,28405.318333574476,Low,0.026943954907952143,Balanced
37,59698.93713804282,0.05164976016056897,2,8333.92533063974,High,0.049802034567226705,Aggressive
39,117634.57091608839,0.17695145883127983,12,325656.22399783647,Medium,0.05039167597736361,Aggressive
42,74453.79363369528,0.17246201361942465,30,540110.1567582933,Low,0.070953955299563,Balanced
57,152850.02435038163,0.05303729276352424,26,216665.4857433733,High,0.03425678387464937,Balanced
30,84629.68703225261,0.13142378251125775,5,71621.78810116742,Medium,0.058000547338733305,Conservative
51,153183.56291001392,0.18599833556559048,26,408387.30080877285,High,0.06416366417707688,Conservative
47,78428.10516203102,0.07720819805469208,34,118561.69107965419,High,0.09127045375452096,Conservative
51,157920.4254590792,0.10289673823356474,8,80406.70076723644,Low,0.06213218604510194,Aggressive
58,35202.93437727372,0.09965805177780217,5,24817.206579720638,Medium,0.030553852893903582,Balanced
62,78162.92701355423,0.10339107130996274,5,22675.0261309862,High,0.028106770179225,Aggressive
38,114767.69609484742,0.05628290456826532,39,151189.01591511056,High,0.09393101414013048,Balanced
60,37660.12892635333,0.09185265256480496,25,123701.27431928723,High,0.09837348860125514,Balanced
32,61625.79043311737,0.09422844690503535,18,63487.25127304611,High,0.03336254561660217,Aggressive
59,188871.28687900456,0.1798808072734387,15,698048.0730716841,Low,0.08010833061832742,Conservative
43,196061.82508063217,0.1028174010697554,22,571776.7429870255,Low,0.04005720612185435,Conservative
54,155757.49105638254,0.11708251098403272,10,98528.40682732599,Medium,0.08663326948832824,Aggressive
38,72874.00860487518,0.10711070898205831,15,61099.8767283024,High,0.02772859722267091,Balanced
44,74287.96572411474,0.06810101744023728,28,146525.67553881474,Low,0.05496966885040194,Aggressive
