race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
3	25	1	2	1	2	GB	3	4	5	4	4	2	4	4	3	3	5	4	5	1	4	4	4	4	4	4	1	5	2	5	1	5	1	5	4	4	3	2	4	3	3	3	5	2	5	3	4	4	5	3	3	2	4	3	4	4
3	25	1	2	1	5	NO	4	3	1	3	4	1	4	3	3	3	3	4	4	3	4	2	1	2	5	2	4	4	4	1	1	1	2	3	5	3	1	5	4	1	1	3	3	4	2	3	4	1	5	1	4	1	5	4	5	5
3	30	1	2	1	1	US	3	3	4	4	4	2	3	2	2	3	3	3	3	4	2	2	3	2	2	2	1	4	2	5	1	5	1	5	4	4	4	3	4	2	4	2	4	1	5	5	5	2	3	2	4	3	4	4	4	3
3	30	2	1	1	1	SE	3	4	1	3	2	2	3	2	4	5	5	1	4	2	4	5	5	5	4	4	1	4	1	5	2	2	2	4	5	4	4	2	4	3	2	2	5	2	3	4	3	1	5	2	4	1	5	3	5	4
3	28	2	1	1	3	NO	2	3	4	1	4	2	1	4	2	5	1	5	2	5	2	1	1	1	2	1	3	1	4	2	3	4	4	4	1	2	3	4	5	2	1	4	5	1	2	5	5	1	3	4	5	1	5	3	5	5
3	29	2	1	2	1	ZA	4	1	5	1	5	1	5	4	4	4	4	1	5	4	5	5	3	4	5	2	5	5	4	4	2	5	1	5	5	4	3	4	4	2	2	5	5	2	4	5	4	3	3	3	3	1	3	5	4	3
3	36	1	1	1	2	GB	3	2	3	4	4	4	4	3	4	5	2	4	4	3	3	1	3	3	4	3	2	4	2	4	3	4	2	4	2	4	4	4	3	3	3	3	2	2	2	3	3	3	4	3	3	3	3	3	3	3
5	15	1	1	1	1	US	4	4	2	4	4	3	4	2	4	4	2	4	2	3	4	4	4	2	4	4	5	2	4	2	4	2	4	2	4	2	4	4	4	4	2	4	4	4	4	4	4	2	4	2	4	2	4	4	4	4
13	20	1	2	1	1	US	5	1	5	1	5	1	5	2	5	1	4	2	4	4	4	4	4	4	4	2	2	3	4	3	3	3	3	2	3	3	3	3	4	3	3	3	4	3	4	3	1	1	4	1	4	1	5	4	4	5
1	24	2	1	2	1	MY	3	5	5	5	2	5	2	5	5	5	1	5	4	5	5	1	2	5	1	2	2	2	2	4	4	3	4	5	4	5	4	5	5	2	4	2	2	2	4	2	4	1	5	2	4	1	5	4	5	4
3	22	2	3	1	1	HR	2	3	2	4	4	2	2	4	2	4	4	2	5	5	4	4	5	5	2	5	2	5	4	2	2	4	1	4	4	4	2	5	3	3	2	4	3	4	2	2	4	2	5	1	4	1	4	3	5	4
3	44	2	2	1	2	NL	1	4	4	3	4	2	2	3	2	3	1	4	4	4	1	1	1	1	1	1	3	4	2	4	2	4	2	5	5	4	4	2	5	1	3	2	4	1	2	4	3	2	5	2	4	1	4	3	5	3
3	39	1	1	1	2	US	5	1	5	2	5	2	5	2	5	2	1	4	3	5	2	4	1	1	4	1	1	5	1	5	1	4	1	4	5	5	3	1	3	2	3	1	3	2	3	3	4	1	5	1	5	1	4	3	4	5
13	19	1	2	1	1	US	4	1	4	3	3	3	4	4	4	3	5	3	5	4	5	5	5	4	4	4	2	3	2	3	3	3	2	3	4	3	4	3	5	3	5	2	5	2	4	4	4	3	4	3	5	1	5	3	4	4
13	45	1	2	1	2	US	4	1	5	1	5	1	5	3	3	2	1	2	5	1	5	4	1	2	3	4	1	4	1	5	1	5	1	5	5	5	4	3	4	3	3	3	3	1	4	3	4	2	4	1	4	1	4	3	5	5
1	28	2	2	1	1	SE	3	3	5	2	4	3	5	4	2	1	2	5	2	3	2	5	4	4	5	3	4	2	1	5	1	5	3	4	5	5	4	1	5	1	5	1	5	1	5	4	3	2	5	2	4	3	5	4	5	4
6	24	1	2	1	2	CA	2	4	4	4	3	4	2	4	2	4	2	4	4	4	2	3	2	2	3	2	1	4	2	5	2	5	2	4	5	3	4	2	2	2	2	2	4	2	4	4	2	2	4	2	4	4	4	2	4	4
13	22	2	1	1	1	PK	3	2	4	4	3	4	1	5	4	4	4	4	4	2	4	5	5	4	5	4	3	4	1	4	2	4	3	3	4	4	2	3	2	3	2	4	4	3	3	4	1	5	2	4	2	4	3	2	4	2
13	36	2	2	1	1	US	1	5	1	3	1	5	1	5	1	5	5	5	5	1	5	5	5	5	5	5	1	1	1	5	5	5	5	3	1	1	1	1	1	3	3	1	5	3	3	1	1	5	5	5	1	1	1	1	3	1
13	19	2	2	1	5	US	1	3	3	4	3	3	1	5	1	5	5	3	5	3	5	5	3	3	5	4	1	4	1	5	1	4	1	4	5	4	4	1	5	1	4	1	5	1	5	5	5	1	5	1	5	5	5	3	5	5
3	23	1	1	1	1	AU	3	2	4	3	4	4	3	4	5	4	4	3	5	2	4	4	2	2	4	4	1	4	4	4	2	4	3	4	4	3	3	4	2	4	1	4	5	4	2	2	4	3	4	4	3	3	4	3	4	4
3	47	2	1	2	1	FR	1	3	3	3	2	3	2	5	2	5	5	2	4	2	4	4	3	3	3	3	2	3	1	3	4	4	3	2	2	3	1	5	5	4	2	3	1	4	1	4	5	1	4	1	4	1	4	4	5	4
13	40	1	1	1	1	ZW	1	1	5	5	5	1	1	5	5	5	5	1	5	3	5	5	5	5	5	3	1	5	1	5	1	5	1	1	5	5	5	5	5	3	5	5	5	3	5	5	5	1	5	1	5	1	5	5	5	5
4	15	1	1	1	1	GB	1	2	2	2	2	2	1	3	5	4	5	3	5	1	4	5	2	2	5	5	1	5	4	4	2	5	1	4	5	4	4	4	3	2	2	4	3	4	3	4	5	2	5	2	5	2	4	5	5	5
3	37	2	1	1	1	NL	1	1	4	2	4	1	2	5	5	4	3	4	4	3	1	1	1	2	4	2	1	5	1	4	1	1	1	5	5	5	2	1	4	1	5	4	4	1	2	4	4	1	2	1	5	1	5	4	4	5
3	18	1	2	1	2	US	4	1	4	1	5	1	2	3	5	4	5	2	5	2	4	3	4	4	4	2	1	5	1	5	2	5	1	4	5	4	4	3	4	3	2	4	4	4	2	4	4	1	4	1	5	2	5	5	3	4
1	38	2	2	1	1	BR	1	3	4	2	4	2	3	2	4	3	3	4	2	2	1	1	2	2	1	4	3	3	2	4	3	4	3	3	4	4	4	3	4	1	4	1	4	2	2	4	4	1	3	2	4	2	5	4	4	3
3	24	1	2	1	1	CA	1	3	5	4	3	3	2	5	2	5	3	5	3	3	1	3	4	3	2	3	1	5	1	5	1	5	1	5	5	5	3	4	3	3	3	4	3	1	3	3	4	4	4	3	3	3	4	3	3	2
3	17	1	1	1	1	US	1	4	4	4	2	4	1	5	1	4	1	4	1	3	3	1	3	1	1	3	5	3	4	5	5	1	4	4	4	3	3	2	3	1	2	1	4	3	3	2	4	2	4	2	4	1	3	4	5	4
1	17	2	2	1	1	MY	3	5	3	5	2	5	2	1	3	5	3	5	5	3	2	3	5	4	3	3	4	5	3	5	3	5	3	3	4	3	4	5	3	4	3	1	5	3	5	5	2	5	5	5	3	1	5	2	5	3
1	19	1	2	1	1	US	4	3	3	3	3	3	2	3	3	3	2	2	2	1	2	2	2	1	1	1	1	3	2	3	2	3	2	3	2	3	4	3	4	1	1	4	3	2	3	4	2	3	5	1	5	1	3	1	3	5
3	55	1	2	1	5	CA	3	4	5	4	4	2	5	3	3	1	3	2	2	5	1	3	1	1	1	1	4	5	3	5	2	3	1	4	5	4	4	3	5	2	2	2	4	1	5	5	3	1	4	1	5	1	4	3	1	5
13	24	2	1	1	1	IN	5	5	4	3	3	1	1	2	5	3	3	4	4	1	3	3	5	4	3	4	2	4	3	4	2	5	2	4	5	5	2	3	4	2	1	5	3	2	3	2	2	1	5	1	5	1	5	3	5	5
3	30	1	1	2	5	US	1	4	2	5	3	5	1	3	2	5	5	4	5	1	4	1	3	3	4	4	5	2	4	5	2	4	4	2	1	2	3	3	4	5	2	5	4	5	3	3	4	2	5	1	5	1	5	5	5	5
1	21	1	2	1	2	US	3	5	3	3	2	2	2	4	3	5	2	4	3	4	2	1	2	1	2	1	1	5	1	4	1	4	1	5	4	4	4	2	4	1	4	2	4	3	4	3	2	3	3	2	3	2	5	1	4	3
4	23	1	2	1	5	US	1	2	5	3	5	1	1	5	1	5	3	3	5	3	1	5	5	4	5	4	1	5	1	5	1	5	1	5	5	5	5	1	5	2	5	4	5	3	5	5	4	2	5	1	5	1	4	4	5	5
1	24	2	2	1	5	CO	2	3	5	3	4	4	4	4	5	1	2	3	4	2	2	2	2	2	3	2	3	4	1	4	3	3	2	3	4	3	4	1	4	1	3	2	5	3	3	3	5	3	3	3	5	2	5	3	4	2
3	49	1	2	1	1	US	3	4	3	4	5	2	3	4	2	3	3	4	2	4	2	3	2	1	2	2	5	5	1	5	1	5	1	5	5	4	3	2	2	2	2	2	3	3	3	3	4	2	3	2	3	2	3	3	4	3
13	15	2	2	1	1	US	4	1	5	3	5	2	4	4	3	1	3	4	2	2	2	4	3	3	3	3	5	4	2	4	2	4	2	2	4	2	4	2	4	2	5	2	4	1	2	3	4	3	5	3	4	1	4	3	3	5
3	30	1	1	2	1	GB	2	1	2	3	5	1	4	4	3	2	3	4	5	2	4	4	3	2	2	4	1	5	2	5	1	5	4	4	4	4	1	4	5	5	3	2	2	2	4	2	5	2	5	1	3	2	4	3	5	5
3	29	1	2	1	1	US	4	1	5	1	5	1	4	1	3	2	4	2	4	1	4	4	4	4	4	4	1	4	3	4	2	3	1	4	4	4	2	5	2	4	1	5	5	1	3	4	4	2	3	2	4	2	5	4	2	4
3	36	1	1	1	2	US	1	3	2	4	2	4	1	5	2	4	5	2	5	1	4	5	4	3	4	5	1	5	1	5	1	5	1	5	5	3	1	5	1	5	1	5	1	5	1	2	5	1	5	1	5	2	4	5	5	5
3	55	1	2	2	1	US	2	4	5	4	4	3	3	3	3	3	1	4	3	1	1	1	1	1	2	1	2	5	1	4	2	4	1	4	4	4	4	2	5	1	4	1	4	1	4	4	4	1	4	1	5	2	5	3	4	4
3	58	1	2	1	1	US	3	2	5	2	5	1	5	3	3	2	1	5	2	5	1	1	1	1	1	1	2	4	1	4	2	5	1	5	4	4	4	1	4	1	5	1	5	1	4	4	4	1	4	1	4	1	4	4	5	4
3	21	1	1	1	1	GB	1	4	2	5	1	4	1	4	1	5	5	3	5	1	1	2	5	5	5	4	2	4	4	4	2	3	2	3	4	3	2	5	4	4	1	5	2	4	2	3	5	1	4	2	4	1	4	4	5	3
3	18	1	1	1	1	AU	2	2	5	2	4	2	4	5	1	2	2	3	4	4	4	2	1	2	3	2	1	4	1	4	2	3	2	2	1	3	3	3	4	3	1	3	3	4	3	3	4	3	3	4	3	4	4	3	3	2
13	31	1	2	1	1	US	1	5	1	5	1	5	1	5	1	5	5	1	5	1	5	5	5	5	5	5	3	1	2	3	4	2	5	3	4	1	1	1	4	5	1	5	3	3	1	1	1	4	3	5	2	3	1	1	5	2
13	28	2	1	1	5	US	1	1	5	3	4	3	3	3	1	4	1	4	1	1	1	1	1	1	1	1	1	5	1	1	1	5	1	5	5	5	4	1	4	1	4	1	5	1	4	4	3	1	4	1	4	1	4	1	3	4
3	20	2	2	1	1	PL	3	1	3	3	3	1	4	4	3	4	1	4	3	3	3	2	2	4	3	3	4	5	1	4	3	3	5	3	4	3	3	3	5	2	2	2	3	3	2	4	5	1	5	1	5	1	5	5	4	5
13	27	1	2	1	1	CR	5	1	4	2	5	1	5	3	5	5	3	3	3	2	3	3	4	4	3	4	1	4	3	5	1	4	1	4	5	4	2	4	4	3	3	2	3	4	2	3	5	1	5	1	3	1	4	4	5	4
3	27	1	1	1	1	IE	3	4	2	2	2	4	2	2	3	4	5	2	5	1	3	4	4	3	4	5	4	2	2	2	4	4	4	3	2	3	2	2	4	4	2	3	4	4	2	2	4	3	3	1	3	3	3	4	5	2
8	32	1	2	1	1	US	1	4	2	4	3	4	1	5	4	4	3	3	4	1	3	2	2	2	3	4	3	4	1	3	3	4	3	3	3	4	3	2	5	2	1	2	4	2	1	4	4	2	4	1	3	2	4	4	3	3
3	27	1	2	1	1	US	3	3	2	3	3	3	2	3	3	3	5	2	5	2	3	3	3	3	4	2	3	2	3	3	3	2	3	3	3	3	2	3	2	5	2	5	3	3	1	3	5	3	4	3	3	3	2	5	5	3
13	57	1	2	3	2	AU	3	4	4	3	3	3	3	3	3	3	2	4	2	4	1	3	2	1	3	1	1	5	1	5	1	5	1	5	5	5	5	3	5	1	4	1	5	1	4	5	3	1	3	1	5	1	5	2	2	5
3	32	1	2	2	5	US	2	4	3	2	3	4	1	5	2	5	2	3	3	5	2	2	2	1	2	1	1	4	1	5	2	4	1	5	5	4	4	2	4	2	5	2	5	1	5	4	4	3	3	3	5	2	4	2	4	4
3	27	1	2	1	2	US	1	4	3	4	3	4	1	5	1	5	2	3	4	3	3	3	4	3	2	3	2	4	1	4	2	4	1	5	4	4	4	2	4	2	4	2	5	1	4	5	4	1	3	2	5	3	5	4	5	4
4	14	1	2	1	1	US	2	4	3	4	2	3	2	4	2	4	5	1	5	1	4	5	5	4	5	5	3	5	2	3	2	3	1	3	3	2	3	2	5	4	3	2	4	3	4	4	4	2	5	2	5	1	5	4	5	5
3	33	1	2	1	5	AU	3	2	4	2	4	2	2	3	5	4	2	3	4	1	2	1	3	3	5	5	3	3	3	2	4	5	4	3	2	5	5	1	5	2	5	1	5	1	5	5	4	2	4	3	5	1	5	5	5	3
3	43	1	1	0	1	CA	1	4	5	5	3	4	3	5	4	5	2	5	4	1	3	4	4	5	2	4	2	5	1	3	5	5	3	2	2	5	4	5	4	1	3	4	3	1	1	3	4	1	1	2	4	1	5	5	1	5
3	21	1	2	1	2	US	2	1	5	4	4	1	4	4	2	4	5	2	4	4	4	3	4	2	3	1	1	5	2	5	1	5	1	5	5	4	4	3	5	1	3	2	4	1	5	4	4	2	5	2	4	1	5	3	5	4
3	47	1	1	1	1	US	2	4	2	4	3	4	1	5	2	4	4	3	5	3	1	4	3	2	4	2	3	2	4	3	4	2	4	2	2	3	4	2	5	1	5	1	5	1	4	5	4	3	5	3	4	1	4	4	4	4
3	50	1	2	1	1	US	3	2	5	5	5	1	5	4	1	1	4	3	4	4	3	2	3	2	3	3	1	5	2	5	1	5	1	4	5	4	5	5	3	2	4	2	4	2	4	4	2	2	5	1	3	1	4	3	5	5
3	47	1	2	1	1	US	4	1	5	2	5	1	5	2	4	1	2	3	3	4	2	1	2	1	1	2	1	5	2	5	1	4	1	4	4	5	3	4	3	2	2	4	5	2	5	3	4	2	4	2	4	1	4	4	5	4
11	16	2	1	1	1	PH	4	1	4	3	4	3	3	3	2	5	4	4	4	3	4	4	4	3	4	4	4	4	4	4	2	5	3	4	4	3	3	3	4	3	3	3	3	2	4	4	2	3	3	2	4	1	4	3	3	4
11	24	1	2	1	1	PH	3	3	4	2	5	2	2	2	5	5	4	2	3	3	3	2	3	3	3	3	4	3	1	5	3	3	3	2	5	4	2	3	3	3	4	2	2	3	5	5	2	2	3	3	3	4	2	2	2	3
7	16	1	2	1	1	AU	2	1	4	3	4	2	2	3	2	4	5	2	5	1	2	4	2	3	4	2	1	4	2	5	3	3	2	4	4	4	4	1	3	1	1	1	3	1	3	3	3	2	4	3	3	2	5	3	5	4
6	17	2	2	3	1	CL	2	3	3	3	3	2	2	4	3	4	3	3	3	4	3	3	5	5	3	4	3	4	3	4	1	2	3	4	3	3	3	4	4	3	3	4	3	3	3	2	3	1	4	1	3	1	5	3	4	5
3	41	1	2	1	1	US	4	1	4	1	5	2	4	2	5	2	4	4	4	2	4	4	3	3	4	4	2	4	4	4	2	4	2	5	5	5	4	2	2	2	2	2	4	3	4	3	1	3	4	3	3	2	2	1	5	2
1	14	1	2	1	1	US	2	2	2	3	2	1	2	2	5	5	5	2	4	1	4	5	5	5	5	5	4	4	3	2	2	3	3	2	2	1	1	5	4	4	1	5	4	5	3	4	4	2	4	1	3	2	4	4	4	4
3	21	1	2	1	1	US	3	2	5	3	4	1	3	2	4	2	4	5	4	2	2	2	4	4	2	2	2	5	1	4	3	4	2	5	4	4	4	5	5	2	2	5	5	4	4	5	5	1	5	2	5	1	5	5	5	5
0	17	1	2	1	2	US	3	3	1	4	4	1	1	4	3	4	4	2	4	2	2	4	3	2	5	4	4	1	5	1	5	2	5	2	4	5	5	1	2	4	2	5	4	2	4	5	5	1	5	1	5	1	5	5	5	5
13	41	1	2	1	2	US	2	1	1	4	5	3	3	5	1	5	5	1	5	1	5	5	5	5	5	5	1	4	3	3	1	3	3	5	5	3	2	1	4	2	5	5	1	2	3	5	2	3	4	3	5	5	5	3	5	3
5	15	1	2	1	1	US	5	2	4	2	5	1	3	2	4	3	4	1	5	2	4	3	4	3	4	4	2	4	3	4	1	4	1	5	5	5	4	1	5	2	5	1	5	1	4	5	4	3	5	1	5	1	3	4	4	5
13	31	2	2	1	2	US	2	3	4	4	3	3	3	4	1	4	4	3	4	3	3	4	2	2	4	3	5	4	1	4	2	4	2	4	4	4	3	5	5	3	3	4	4	3	3	4	3	4	4	2	4	2	3	2	3	3
3	14	1	2	1	1	US	3	1	1	2	5	1	4	2	5	2	5	1	4	1	3	5	5	5	5	5	5	4	5	2	3	1	3	3	1	1	4	2	5	4	2	1	5	2	5	5	3	1	5	1	5	1	5	3	5	5
3	20	1	2	1	2	US	3	3	3	3	4	2	5	3	3	3	5	3	5	1	4	5	5	5	5	5	1	4	2	5	1	5	1	5	5	5	3	3	3	2	2	2	3	2	3	4	4	3	4	3	3	2	3	4	3	3
3	35	1	2	1	5	US	1	1	5	2	5	1	5	3	5	5	5	3	5	3	3	5	5	5	5	1	1	5	1	5	1	5	1	5	5	5	3	1	5	5	1	5	5	1	2	5	4	1	5	1	5	1	5	2	5	5
11	17	2	2	1	2	PH	1	1	5	4	5	1	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	1	5	1	5	5	5	3	5	5	4	3	5	5	3	5	5	4	1	4	1	4	1	5	4	5	5
3	25	1	2	1	2	US	2	2	3	3	5	1	3	5	1	2	5	1	5	1	5	5	3	2	4	5	1	5	1	5	1	5	1	5	5	4	3	3	5	2	4	1	5	1	3	5	2	3	5	1	3	3	3	2	5	5
1	22	1	2	1	1	US	2	5	2	4	2	2	1	5	2	5	5	2	5	2	4	3	4	4	4	4	4	5	1	4	4	4	2	4	2	2	4	2	4	3	1	2	5	4	1	4	4	1	5	1	5	1	5	4	5	5
3	48	1	2	2	1	US	1	2	3	3	4	1	4	3	1	3	2	1	4	3	4	3	3	3	1	2	1	5	1	5	3	5	1	5	4	4	2	5	3	1	3	3	3	1	5	3	1	5	2	5	4	3	4	1	4	4
3	17	1	1	1	1	GB	2	5	1	5	2	5	1	5	1	5	4	1	5	5	4	3	4	4	5	5	1	4	1	5	1	4	1	5	4	5	3	3	4	5	1	4	3	3	1	1	1	2	4	5	2	2	4	1	4	3
3	20	1	2	1	2	US	1	5	2	5	2	4	2	5	1	5	4	3	4	2	4	3	2	1	4	3	4	3	1	4	3	3	4	3	2	2	4	2	5	1	4	2	4	1	4	4	5	1	4	2	4	1	5	4	4	4
4	33	1	2	1	1	US	3	1	5	1	5	1	5	1	5	1	5	1	5	3	5	4	5	5	5	2	1	5	3	4	2	5	1	5	5	4	1	5	1	5	3	5	1	3	1	2	3	5	4	5	3	3	2	3	1	3
11	40	2	2	1	1	PH	1	2	2	4	1	1	1	5	1	5	2	4	4	1	2	2	4	4	4	4	1	4	4	4	2	5	2	4	4	2	4	1	4	1	5	1	4	2	4	4	5	2	5	2	4	1	4	4	4	4
11	22	2	2	1	1	PH	4	3	5	4	4	5	3	3	2	5	3	4	4	3	3	4	4	3	2	3	5	5	1	4	3	5	1	1	4	3	4	5	3	1	1	5	3	3	3	3	3	1	4	3	3	1	4	2	3	3
3	14	1	2	1	1	US	3	2	1	4	2	2	1	4	4	5	4	2	4	2	3	4	5	5	4	5	1	4	4	4	1	5	2	5	5	4	4	4	3	5	4	4	3	1	3	3	2	3	4	2	1	2	3	2	5	3
1	26	2	1	1	1	IN	1	1	1	1	5	4	5	5	5	1	5	1	5	5	5	1	4	4	1	5	5	5	1	5	1	5	2	5	5	5	1	1	5	2	2	5	5	3	5	5	4	1	2	1	4	2	4	5	2	5
3	31	1	1	1	1	US	2	2	4	1	5	1	4	4	1	2	3	3	3	4	1	5	4	4	5	2	1	3	2	4	2	2	2	4	2	3	4	4	5	1	3	1	5	2	4	5	5	1	5	2	4	1	5	5	5	5
3	21	1	2	1	1	US	2	3	5	2	3	2	2	4	5	3	4	3	4	3	1	3	2	1	2	1	1	4	1	4	2	3	1	3	3	4	5	1	5	1	5	1	5	1	5	4	4	1	2	2	4	4	5	4	4	3
13	20	2	2	1	1	IN	2	1	3	5	3	2	4	4	3	2	2	1	5	3	5	5	4	5	4	2	5	3	1	5	1	5	3	5	5	5	4	1	4	4	4	1	1	3	4	2	1	1	5	1	4	1	4	1	3	5
11	27	2	2	1	5	PH	3	4	5	1	4	3	3	5	4	3	2	1	3	1	3	1	1	3	4	2	1	5	1	4	3	5	1	4	5	4	4	1	4	1	2	2	2	1	5	4	2	1	5	1	3	1	4	1	4	3
3	16	1	3	1	1	US	2	4	1	5	1	4	1	5	5	5	4	2	5	1	4	4	3	4	4	5	1	5	3	5	1	5	1	4	4	3	2	4	4	4	1	5	3	4	3	4	3	2	5	4	2	1	3	3	5	4
11	26	1	1	1	1	US	2	5	2	5	1	5	1	5	1	5	4	2	5	1	3	3	3	2	2	4	2	3	3	5	3	4	4	5	5	3	4	3	4	5	1	5	3	5	3	4	1	2	4	2	4	2	4	1	5	3
3	18	1	2	2	2	US	3	2	5	3	5	2	3	4	1	5	5	3	4	2	4	4	2	4	4	5	4	4	3	4	2	5	1	5	4	4	5	5	4	4	4	4	5	2	4	3	4	4	2	2	3	3	4	2	5	4
13	40	1	1	2	1	US	4	1	5	2	3	1	4	3	3	2	3	3	4	3	3	3	2	1	3	3	1	4	1	4	2	4	3	3	4	4	3	3	4	3	2	2	4	2	3	4	4	1	5	1	3	1	4	2	4	4
3	51	1	2	1	1	US	3	2	4	3	5	2	3	3	3	3	3	2	4	2	3	3	4	3	4	4	2	4	2	4	2	3	2	2	4	3	3	4	3	3	3	4	2	1	2	4	5	1	5	1	4	1	4	5	5	5
3	22	1	2	1	5	US	2	2	4	3	5	2	4	2	1	3	4	3	4	2	2	1	3	3	2	3	5	5	2	5	1	4	1	5	5	4	5	5	4	3	4	2	5	1	5	5	4	1	5	1	4	1	4	4	5	4
13	34	1	2	1	1	US	3	1	5	4	5	1	5	4	3	1	1	4	2	5	1	1	1	1	1	1	1	5	1	5	2	4	1	5	5	5	4	1	5	1	5	1	5	1	5	5	5	4	5	2	5	1	5	1	4	5
4	20	2	2	1	1	IN	2	2	2	1	3	2	3	2	5	5	5	1	5	1	4	5	5	5	5	3	4	3	3	5	2	5	1	5	4	4	1	4	3	3	2	4	4	3	2	2	2	3	2	3	2	4	4	2	1	2
1	14	1	2	1	1	US	1	4	2	5	2	3	1	3	2	5	5	2	5	5	4	5	4	5	5	5	2	2	2	3	4	3	3	2	3	2	1	3	5	5	1	2	4	2	3	3	2	4	5	3	4	2	2	1	5	4
3	56	2	2	1	2	AU	4	2	5	3	4	2	5	3	3	3	1	4	3	5	1	1	1	1	1	1	1	5	1	5	1	2	1	5	5	5	4	3	5	1	5	3	4	3	4	4	3	2	4	3	3	1	5	3	5	3
3	24	1	2	2	1	US	1	5	1	5	1	5	1	5	1	5	5	1	5	1	5	5	3	5	5	5	3	1	3	4	3	3	5	4	4	1	1	5	2	5	1	5	1	4	5	5	5	4	5	1	5	1	5	5	5	5
4	40	1	2	1	1	CA	3	2	5	3	5	2	5	5	3	3	5	1	5	3	5	5	1	2	3	3	1	5	1	5	3	5	1	5	5	5	3	1	3	3	3	4	5	3	5	5	3	1	3	1	5	3	5	1	5	3
1	21	1	2	1	2	CA	2	3	4	3	5	3	4	4	3	3	2	4	2	3	3	3	3	2	2	3	2	5	1	5	2	3	1	5	4	4	2	5	2	4	1	5	2	2	3	3	4	1	5	1	4	1	5	3	5	4
11	22	1	1	1	1	US	4	3	3	3	3	3	3	3	3	3	4	4	4	2	4	3	4	4	3	4	2	3	3	3	2	3	2	4	3	3	2	4	2	4	1	4	4	5	2	2	4	3	5	2	4	1	2	3	5	4
11	20	1	1	1	2	US	2	3	2	4	1	4	2	4	3	5	5	2	5	1	4	4	5	5	4	5	2	4	1	4	2	5	1	5	5	4	4	1	4	2	3	4	4	2	3	4	5	2	5	1	5	1	2	5	5	5
11	19	2	2	2	5	MY	5	3	3	4	3	4	2	4	5	4	4	4	4	4	5	4	4	3	3	3	3	3	2	3	4	5	2	3	4	3	3	4	3	2	3	4	3	3	2	3	2	3	3	3	3	3	3	2	3	3
4	35	2	1	1	1	IN	5	1	5	5	5	1	5	3	5	5	3	3	3	1	3	3	1	3	3	1	5	5	1	5	3	5	1	5	5	5	5	1	5	1	5	1	5	3	5	5	5	1	5	5	5	1	5	1	5	5
3	17	1	2	1	1	AU	4	1	5	1	5	1	5	2	4	1	4	3	4	4	3	3	3	2	3	1	1	5	1	5	1	4	1	4	4	5	3	2	3	2	3	2	4	2	2	4	4	2	5	1	5	1	4	5	2	5
1	27	1	2	2	1	AU	5	2	5	2	5	2	5	3	4	3	3	5	3	3	4	2	3	2	2	3	3	5	5	3	2	4	2	5	4	5	5	3	5	3	5	5	5	2	5	5	3	3	5	5	5	5	5	5	5	5
4	29	1	1	1	1	IN	2	4	3	4	3	2	1	4	3	4	4	5	4	4	4	3	4	1	3	5	3	5	4	5	4	1	2	3	3	5	3	4	5	4	5	2	3	2	3	5	5	3	5	5	3	4	5	2	4	5
1	30	1	1	1	1	US	1	1	5	1	5	1	5	1	5	1	1	5	1	5	1	1	1	1	1	1	1	5	1	5	5	5	1	5	5	5	1	1	5	1	5	1	5	1	5	5	1	1	5	1	5	1	5	1	1	5
4	32	2	1	1	1	IN	2	3	2	3	3	2	2	2	3	4	4	1	3	2	4	4	4	5	4	4	2	2	2	3	3	3	4	3	3	4	2	2	3	2	2	2	2	4	2	4	2	3	2	2	3	4	3	4	2	2
11	17	2	1	1	1	ID	3	4	3	4	4	5	3	3	4	5	3	5	4	3	4	3	3	3	5	3	1	3	1	4	3	4	4	3	3	4	3	2	5	3	3	5	4	1	4	3	2	2	3	2	4	2	4	1	4	3
11	22	2	2	1	2	VN	1	2	5	2	5	2	4	3	4	2	2	4	3	3	4	3	5	5	3	3	3	5	1	5	1	5	1	3	5	5	3	5	5	4	2	5	5	4	1	3	5	2	5	1	5	1	4	4	4	5
4	28	2	1	1	1	IN	2	4	4	4	3	4	4	3	3	3	2	5	4	3	2	2	2	2	2	2	4	4	1	4	4	4	2	4	4	4	4	3	4	2	4	2	3	1	4	4	3	4	3	2	3	3	4	2	4	3
11	20	2	2	1	1	PH	1	4	1	2	1	1	1	3	1	5	3	2	4	2	4	3	3	3	2	4	2	3	3	4	1	5	1	4	5	3	3	3	3	4	3	4	5	3	3	4	4	3	4	2	5	1	3	4	5	5
13	26	2	2	1	1	NP	1	4	1	5	1	5	1	2	5	5	3	4	3	2	4	3	3	3	3	4	2	4	1	5	2	5	1	3	5	4	5	1	5	1	2	1	1	2	4	3	2	3	5	2	5	1	4	1	4	5
3	19	1	2	1	2	NZ	4	2	4	2	5	1	5	4	5	4	4	3	5	2	5	5	5	5	4	3	1	5	1	5	1	5	1	4	5	5	2	4	5	5	2	5	1	3	1	1	4	1	5	1	5	1	4	4	5	5
